company,ticker,inn,standard,period,metric,value,unit,source,source_url,estimate_date,update_date,confidence
ПИК,PIKK,7713011336,MSFO,2026Q2,net_profit,14.5,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2026-08-31,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2024Q2,net_profit,40.7,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2025-04-14,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2024Q4,net_profit,-12.2,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2025-04-14,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2025Q2,net_profit,31.9,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2025-08-29,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2025Q4,net_profit,36.6,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2026-04-30,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2026Q2,net_profit,14.5,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2026-08-31,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2024Q2,ocf,-126.1,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2025-04-14,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2024Q4,ocf,16.2,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2025-04-14,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2025Q2,ocf,-97.5,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2025-08-29,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2025Q4,ocf,31.3,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2026-04-30,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2026Q2,ocf,-120.7,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2026-08-31,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2024Q2,interest_exp,27.0,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2025-04-14,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2024Q4,interest_exp,5.66,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2025-04-14,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2025Q2,interest_exp,14.8,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2025-08-29,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2025Q4,interest_exp,18.1,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2026-04-30,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2026Q2,interest_exp,15.3,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2026-08-31,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2024Q2,assets,1530.0,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2025-04-14,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2024Q4,assets,1523.0,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2025-04-14,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2025Q2,assets,1696.0,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2025-08-29,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2025Q4,assets,1881.0,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2026-04-30,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2026Q2,assets,1937.0,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2026-08-31,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2024Q2,debt,703.0,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2025-04-14,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2024Q4,debt,648.8,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2025-04-14,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2025Q2,debt,720.8,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2025-08-29,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2025Q4,debt,819.4,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2026-04-30,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2026Q2,debt,874.9,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2026-08-31,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2024Q2,cash,544.8,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2025-04-14,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2024Q4,cash,621.5,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2025-04-14,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2025Q2,cash,758.5,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2025-08-29,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2025Q4,cash,857.9,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2026-04-30,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2026Q2,cash,897.4,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2026-08-31,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2024Q2,net_debt,158.2,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2025-04-14,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2024Q4,net_debt,27.3,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2025-04-14,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2025Q2,net_debt,-37.7,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2025-08-29,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2025Q4,net_debt,-38.5,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2026-04-30,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2026Q2,net_debt,-22.5,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2026-08-31,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2024Q2,market_cap,593.6,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2025-04-14,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2024Q4,market_cap,324.8,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2025-04-14,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2025Q2,market_cap,392.7,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2025-08-29,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2025Q4,market_cap,323.6,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2026-04-30,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2026Q2,market_cap,374.5,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2026-08-31,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2024Q2,ev,751.8,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2025-04-14,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2024Q4,ev,352.1,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2025-04-14,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2025Q2,ev,355.0,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2025-08-29,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2025Q4,ev,285.1,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2026-04-30,2026-09-04,aggregator
ПИК,PIKK,7713011336,MSFO,2026Q2,ev,352.0,млрд_руб,smartlab,https://smart-lab.ru/q/PIKK/f/q/MSFO/,2026-08-31,2026-09-04,aggregator
