region,month,index_value,mom_pct,n_deals
Алтайский край,2024-11-01,182.68675,8.667625,231
Алтайский край,2024-12-01,186.63776,11.017806,361
Алтайский край,2025-01-01,186.61761,-0.010796363,148
Алтайский край,2025-02-01,183.49176,-1.6856164,291
Алтайский край,2025-03-01,187.59663,0.5137567,274
Алтайский край,2025-04-01,188.92993,1.2281402,340
Алтайский край,2025-05-01,186.76147,0.06628046,384
Алтайский край,2025-06-01,187.35254,0.38297412,375
Алтайский край,2025-07-01,187.68578,0.5615245,556
Алтайский край,2025-08-01,187.14314,0.27078047,516
Алтайский край,2025-09-01,188.16153,0.8164281,425
Алтайский край,2025-10-01,191.71681,2.7213383,602
Алтайский край,2025-11-01,192.08362,2.9178774,609
Алтайский край,2025-12-01,197.16609,5.641051,855
Алтайский край,2026-01-01,200.70523,1.7950006,375
Алтайский край,2026-02-01,201.35844,2.1263046,189
Алтайский край,2026-03-01,201.21692,2.054521,276
Алтайский край,2026-04-01,202.97958,2.948527,300
Алтайский край,2026-05-01,204.76468,3.853901,237
Алтайский край,2026-06-01,204.73315,3.8379076,426
Алтайский край,2026-07-01,206.0969,4.529581,334
Амурская область,2021-01-01,100,0,50
Амурская область,2021-02-01,101.64855,1.6485535,66
Амурская область,2021-03-01,103.37194,3.3719428,46
Амурская область,2021-04-01,109.12358,9.123583,36
Амурская область,2021-05-01,109.12358,9.123583,46
Амурская область,2021-06-01,109.12358,9.123583,32
Амурская область,2021-07-01,109.710396,9.710395,18
Амурская область,2021-08-01,106.8854,6.8854017,30
Амурская область,2021-09-01,108.25548,8.25548,43
Амурская область,2021-10-01,108.26045,8.26045,110
Амурская область,2021-11-01,108.52491,8.524911,110
Амурская область,2021-12-01,108.57197,8.571965,124
Амурская область,2022-01-01,109.03105,0.42284197,92
Амурская область,2022-02-01,110.84547,2.0940065,85
Амурская область,2022-03-01,118.032646,8.713742,188
Амурская область,2022-04-01,121.3637,11.781802,73
Амурская область,2022-05-01,121.56517,11.967366,25
Амурская область,2022-06-01,121.45381,11.8647995,18
Амурская область,2022-07-01,124.599335,14.761977,40
Амурская область,2022-08-01,124.85427,14.996786,51
Амурская область,2022-09-01,124.85427,14.996786,58
Амурская область,2022-10-01,124.85427,14.996786,46
Амурская область,2022-11-01,124.94384,15.079286,79
Амурская область,2022-12-01,126.868385,16.851887,99
Амурская область,2023-01-01,127.8226,0.7521261,73
Амурская область,2023-02-01,127.02158,0.12075169,146
Амурская область,2023-03-01,126.58663,-0.22208446,91
Амурская область,2023-04-01,133.68854,5.3757615,152
Амурская область,2023-05-01,134.25694,5.82379,132
Амурская область,2023-06-01,133.93605,5.5708656,149
Амурская область,2023-07-01,134.24428,5.8138075,144
Амурская область,2023-08-01,136.86916,7.882787,246
Амурская область,2023-09-01,137.94626,8.731783,272
Амурская область,2023-10-01,139.06773,9.615748,193
Амурская область,2023-11-01,139.3072,9.804507,221
Амурская область,2023-12-01,142.2303,12.108538,216
Амурская область,2024-01-01,140.43561,-1.2618152,58
Амурская область,2024-02-01,138.31967,-2.7495039,58
Амурская область,2024-03-01,139.38385,-2.0012891,84
Амурская область,2024-04-01,139.10919,-2.1944022,126
Амурская область,2024-05-01,142.02386,-0.14513928,182
Амурская область,2024-06-01,142.37752,0.10351424,231
Амурская область,2024-07-01,143.35706,0.7922067,131
Амурская область,2024-08-01,141.37576,-0.6008103,152
Амурская область,2024-09-01,142.61865,0.27304584,141
Амурская область,2024-10-01,143.8577,1.1442056,153
Амурская область,2024-11-01,144.65076,1.7017884,173
Амурская область,2024-12-01,149.02701,4.778672,158
Амурская область,2025-01-01,143.31273,-3.8343914,64
Амурская область,2025-02-01,144.69696,-2.9055514,93
Амурская область,2025-03-01,147.07333,-1.3109617,79
Амурская область,2025-04-01,152.62935,2.4172354,78
Амурская область,2025-05-01,150.22395,0.80316603,90
Амурская область,2025-06-01,147.18913,-1.2332561,193
Амурская область,2025-07-01,147.87663,-0.77192885,112
Амурская область,2025-08-01,150.62146,1.0699015,95
Амурская область,2025-09-01,154.90425,3.943736,101
Амурская область,2025-10-01,157.62526,5.769592,147
Амурская область,2025-11-01,163.05981,9.416275,179
Амурская область,2025-12-01,161.15245,8.136398,132
Амурская область,2026-01-01,167.70145,4.0638494,72
Амурская область,2026-02-01,169.51085,5.186639,93
Амурская область,2026-03-01,167.94583,4.215498,98
Амурская область,2026-04-01,169.44359,5.1449037,151
Амурская область,2026-05-01,169.69148,5.29873,89
Амурская область,2026-06-01,171.57991,6.470562,148
Амурская область,2026-07-01,171.39917,6.3584056,200
Архангельская область,2021-01-01,100,0,174
Архангельская область,2021-02-01,101.85173,1.8517301,222
Архангельская область,2021-03-01,104.10863,4.1086273,257
Архангельская область,2021-04-01,106.007866,6.0078635,283
Архангельская область,2021-05-01,109.23352,9.233524,227
Архангельская область,2021-06-01,112.91318,12.913178,448
Архангельская область,2021-07-01,113.82873,13.82873,118
Архангельская область,2021-08-01,115.95405,15.954051,142
Архангельская область,2021-09-01,117.73587,17.73587,304
Архангельская область,2021-10-01,121.10593,21.105927,217
Архангельская область,2021-11-01,123.75064,23.750639,259
Архангельская область,2021-12-01,124.27207,24.272076,336
Архангельская область,2022-01-01,128.30118,3.2421608,201
Архангельская область,2022-02-01,131.51266,5.8263984,275
Архангельская область,2022-03-01,137.62917,10.748268,397
Архангельская область,2022-04-01,143.31885,15.326675,107
Архангельская область,2022-05-01,144.01129,15.883867,87
Архангельская область,2022-06-01,144.49066,16.269611,118
Архангельская область,2022-07-01,145.76375,17.294052,128
Архангельская область,2022-08-01,144.15176,15.996904,257
Архангельская область,2022-09-01,144.1204,15.971681,256
Архангельская область,2022-10-01,144.15248,15.997484,242
Архангельская область,2022-11-01,146.17844,17.627737,303
Архангельская область,2022-12-01,148.69806,19.655247,476
Архангельская область,2023-01-01,146.48166,-1.4905386,191
Архангельская область,2023-02-01,144.65907,-2.7162359,245
Архангельская область,2023-03-01,146.79301,-1.281144,354
Архангельская область,2023-04-01,147.26767,-0.96194094,316
Архангельская область,2023-05-01,149.43286,0.49415866,308
Архангельская область,2023-06-01,150.29185,1.0718375,291
Архангельская область,2023-07-01,148.4937,-0.13743748,347
Архангельская область,2023-08-01,151.85297,2.1216877,407
Архангельская область,2023-09-01,156.4993,5.246359,483
Архангельская область,2023-10-01,158.11118,6.330354,254
Архангельская область,2023-11-01,160.94319,8.234898,301
Архангельская область,2023-12-01,160.57324,7.9861045,296
Архангельская область,2024-01-01,163.98671,2.1258,121
Архангельская область,2024-02-01,162.46924,1.180766,192
Архангельская область,2024-03-01,158.92345,-1.0274407,352
Архангельская область,2024-04-01,159.99672,-0.3590436,287
Архангельская область,2024-05-01,162.33713,1.0984932,260
Архангельская область,2024-06-01,162.2664,1.0544504,340
Архангельская область,2024-07-01,165.52339,3.0827956,219
Архангельская область,2024-08-01,164.85461,2.6663058,315
Архангельская область,2024-09-01,165.09497,2.815988,321
Архангельская область,2024-10-01,166.95805,3.976263,304
Архангельская область,2024-11-01,167.48393,4.3037634,381
Архангельская область,2024-12-01,168.46962,4.917621,397
Архангельская область,2025-01-01,166.31325,-1.2799793,172
Архангельская область,2025-02-01,166.13432,-1.3861809,292
Архангельская область,2025-03-01,166.16476,-1.368118,216
Архангельская область,2025-04-01,166.57631,-1.1238269,277
Архангельская область,2025-05-01,165.07854,-2.0128736,223
Архангельская область,2025-06-01,165.71103,-1.6374443,267
Архангельская область,2025-07-01,164.39175,-2.42054,269
Архангельская область,2025-08-01,164.93471,-2.0982535,333
Архангельская область,2025-09-01,164.20676,-2.530346,323
Архангельская область,2025-10-01,165.0795,-2.0123055,347
Архангельская область,2025-11-01,165.15279,-1.9688007,337
Архангельская область,2025-12-01,165.72131,-1.6313366,415
Архангельская область,2026-01-01,165.43166,-0.17479189,224
Архангельская область,2026-02-01,164.6392,-0.65297014,302
Архангельская область,2026-03-01,164.77649,-0.57012904,297
Архангельская область,2026-04-01,169.21011,2.105221,404
Архангельская область,2026-05-01,169.86237,2.498805,270
Архангельская область,2026-06-01,170.94244,3.15055,305
Архангельская область,2026-07-01,179.24649,8.161394,382
Астраханская область,2021-01-01,100,0,32
Астраханская область,2021-02-01,100.36688,0.3668808,32
Астраханская область,2021-03-01,102.49176,2.4917583,92
Астраханская область,2021-04-01,104.90685,4.906851,106
Астраханская область,2021-05-01,111.275024,11.2750225,68
Астраханская область,2021-06-01,111.92584,11.92584,100
Астраханская область,2021-07-01,113.369,13.369006,45
Астраханская область,2021-08-01,118.23897,18.23897,65
Астраханская область,2021-09-01,121.22787,21.227865,111
Астраханская область,2021-10-01,122.9851,22.985104,95
Астраханская область,2021-11-01,124.80698,24.80698,128
Астраханская область,2021-12-01,128.93283,28.932827,156
Астраханская область,2022-01-01,129.47372,0.4195143,80
Астраханская область,2022-02-01,127.75203,-0.91582555,124
Астраханская область,2022-03-01,137.93634,6.9831066,186
Астраханская область,2022-04-01,144.68309,12.215863,34
Астраханская область,2022-05-01,140.08119,8.64664,22
Астраханская область,2022-06-01,137.18195,6.398001,31
Астраханская область,2022-07-01,138.99611,7.8050632,29
Астраханская область,2022-08-01,132.55757,2.8113425,126
Астраханская область,2022-09-01,135.85078,5.3655477,122
Астраханская область,2022-10-01,129.53061,0.4636357,76
Астраханская область,2022-11-01,132.24258,2.5670388,76
Астраханская область,2022-12-01,132.82542,3.019087,211
Астраханская область,2023-01-01,134.46814,1.2367511,56
Астраханская область,2023-02-01,133.21678,0.29463708,110
Астраханская область,2023-03-01,133.8785,0.79282755,252
Астраханская область,2023-04-01,136.02658,2.4100447,256
Астраханская область,2023-05-01,135.73822,2.1929498,246
Астраханская область,2023-06-01,135.61133,2.0974233,255
Астраханская область,2023-07-01,134.31209,1.1192672,284
Астраханская область,2023-08-01,137.51733,3.5323913,550
Астраханская область,2023-09-01,140.18517,5.540913,454
Астраханская область,2023-10-01,142.9972,7.6580024,306
Астраханская область,2023-11-01,144.51263,8.798932,463
Астраханская область,2023-12-01,148.75438,11.992402,576
Астраханская область,2024-01-01,150.70822,1.3134686,230
Астраханская область,2024-02-01,153.67384,3.307109,241
Астраханская область,2024-03-01,154.26953,3.7075574,393
Астраханская область,2024-04-01,158.84433,6.7829556,309
Астраханская область,2024-05-01,161.37692,8.4854965,435
Астраханская область,2024-06-01,164.83186,10.808074,697
Астраханская область,2024-07-01,166.78973,12.124251,193
Астраханская область,2024-08-01,169.08131,13.664767,194
Астраханская область,2024-09-01,175.50612,17.983831,186
Астраханская область,2024-10-01,176.98996,18.98134,339
Астраханская область,2024-11-01,181.61908,22.09326,247
Астраханская область,2024-12-01,187.85004,26.282017,291
Астраханская область,2025-01-01,186.63678,-0.64586496,111
Астраханская область,2025-02-01,186.56477,-0.6841945,258
Астраханская область,2025-03-01,191.83221,2.1198716,200
Астраханская область,2025-04-01,195.99692,4.3369136,181
Астраханская область,2025-05-01,197.12022,4.9348927,263
Астраханская область,2025-06-01,200.07826,6.5095744,265
Астраханская область,2025-07-01,200.45216,6.708616,191
Астраханская область,2025-08-01,199.08882,5.982852,197
Астраханская область,2025-09-01,199.96408,6.4487877,253
Астраханская область,2025-10-01,202.05862,7.563794,314
Астраханская область,2025-11-01,203.67792,8.425809,377
Астраханская область,2025-12-01,202.8906,8.006688,521
Астраханская область,2026-01-01,202.84134,-0.02427783,290
Астраханская область,2026-02-01,194.97035,-3.9037042,127
Астраханская область,2026-03-01,195.96051,-3.415678,193
Астраханская область,2026-04-01,194.82867,-3.9735353,253
Астраханская область,2026-05-01,194.91219,-3.9323704,263
Астраханская область,2026-06-01,193.25327,-4.7500176,380
Астраханская область,2026-07-01,194.09918,-4.333083,222
Белгородская область,2021-01-01,100,0,86
Белгородская область,2021-02-01,100.27386,0.2738576,138
Белгородская область,2021-03-01,100.14753,0.14752917,94
Белгородская область,2021-04-01,103.210594,3.2105968,106
Белгородская область,2021-05-01,104.43201,4.432006,155
Белгородская область,2021-06-01,106.10026,6.1002555,188
Белгородская область,2021-07-01,106.42131,6.4213123,138
Белгородская область,2021-08-01,108.007095,8.007096,165
Белгородская область,2021-09-01,110.73651,10.736513,121
Белгородская область,2021-10-01,110.802155,10.802156,117
Белгородская область,2021-11-01,112.47643,12.476432,167
Белгородская область,2021-12-01,113.26971,13.269711,249
Белгородская область,2022-01-01,113.66972,0.35314792,167
Белгородская область,2022-02-01,117.108665,3.3892138,203
Белгородская область,2022-03-01,120.30741,6.213221,265
Белгородская область,2022-04-01,122.44332,8.098912,55
Белгородская область,2022-05-01,125.878105,11.131302,65
Белгородская область,2022-06-01,125.01699,10.37107,52
Белгородская область,2022-07-01,126.46812,11.652196,95
Белгородская область,2022-08-01,126.24609,11.45618,103
Белгородская область,2022-09-01,126.67943,11.838753,95
Белгородская область,2022-10-01,128.73357,13.65224,37
Белгородская область,2022-11-01,129.015,13.900701,49
Белгородская область,2022-12-01,128.39334,13.351877,120
Белгородская область,2023-01-01,128.83305,0.3424759,44
Белгородская область,2023-02-01,127.39206,-0.7798567,95
Белгородская область,2023-03-01,128.17409,-0.17077021,105
Белгородская область,2023-04-01,127.37976,-0.7894346,133
Белгородская область,2023-05-01,127.44325,-0.7399862,111
Белгородская область,2023-06-01,127.41926,-0.7586731,102
Белгородская область,2023-07-01,127.34187,-0.8189427,154
Белгородская область,2023-08-01,127.82514,-0.44254917,350
Белгородская область,2023-09-01,128.58675,0.15063065,395
Белгородская область,2023-10-01,129.3538,0.74806297,283
Белгородская область,2023-11-01,132.64413,3.3107572,323
Белгородская область,2023-12-01,134.3926,4.672559,286
Белгородская область,2024-01-01,135.3666,0.7247359,40
Белгородская область,2024-02-01,136.99919,1.9395417,56
Белгородская область,2024-03-01,135.8661,1.096417,87
Белгородская область,2024-04-01,138.25899,2.876936,68
Белгородская область,2024-05-01,138.04759,2.7196379,123
Белгородская область,2024-06-01,138.76976,3.256999,188
Белгородская область,2024-07-01,139.40166,3.727185,72
Белгородская область,2024-08-01,139.21619,3.5891743,68
Белгородская область,2024-09-01,138.89517,3.3503184,70
Белгородская область,2024-10-01,138.60304,3.1329432,135
Белгородская область,2024-11-01,140.65157,4.657229,101
Белгородская область,2024-12-01,141.00226,4.918175,164
Белгородская область,2025-01-01,141.83739,0.59228134,55
Белгородская область,2025-02-01,144.82906,2.7139912,124
Белгородская область,2025-03-01,145.31862,3.0611937,133
Белгородская область,2025-04-01,146.08316,3.6034162,148
Белгородская область,2025-05-01,143.74037,1.9418882,125
Белгородская область,2025-06-01,144.87245,2.7447689,155
Белгородская область,2025-07-01,144.87245,2.7447689,142
Белгородская область,2025-08-01,145.37079,3.0981972,150
Белгородская область,2025-09-01,145.48831,3.1815498,104
Белгородская область,2025-10-01,145.74733,3.3652468,155
Белгородская область,2025-11-01,147.48825,4.5999165,191
Белгородская область,2025-12-01,148.03392,4.9869113,209
Белгородская область,2026-01-01,148.03392,2.842171e-14,161
Белгородская область,2026-02-01,148.22647,0.13007484,90
Белгородская область,2026-03-01,149.89705,1.2585858,111
Белгородская область,2026-04-01,150.06863,1.3744895,115
Белгородская область,2026-05-01,150.08813,1.3876663,102
Белгородская область,2026-06-01,148.97108,0.6330703,173
Белгородская область,2026-07-01,150.01633,1.3391585,77
Брянская область,2021-01-01,100,0,182
Брянская область,2021-02-01,102.0761,2.0761063,170
Брянская область,2021-03-01,102.67224,2.6722436,232
Брянская область,2021-04-01,104.062454,4.0624523,378
Брянская область,2021-05-01,106.76319,6.7631884,221
Брянская область,2021-06-01,108.52058,8.5205765,352
Брянская область,2021-07-01,110.86718,10.867179,222
Брянская область,2021-08-01,112.798134,12.798138,255
Брянская область,2021-09-01,115.99523,15.9952345,298
Брянская область,2021-10-01,117.60365,17.603653,317
Брянская область,2021-11-01,119.689735,19.689735,282
Брянская область,2021-12-01,122.48388,22.483877,301
Брянская область,2022-01-01,125.314964,2.3113945,245
Брянская область,2022-02-01,126.84486,3.5604527,237
Брянская область,2022-03-01,134.75426,10.017951,273
Брянская область,2022-04-01,135.63686,10.73854,46
Брянская область,2022-05-01,134.1943,9.560787,45
Брянская область,2022-06-01,134.17479,9.544862,91
Брянская область,2022-07-01,134.96962,10.193781,113
Брянская область,2022-08-01,136.42746,11.384008,136
Брянская область,2022-09-01,132.4565,8.141989,127
Брянская область,2022-10-01,134.14752,9.522602,134
Брянская область,2022-11-01,134.04543,9.43924,132
Брянская область,2022-12-01,134.44038,9.761696,231
Брянская область,2023-01-01,133.14754,-0.96165234,132
Брянская область,2023-02-01,134.24478,-0.14549617,67
Брянская область,2023-03-01,135.5419,0.8193373,133
Брянская область,2023-04-01,137.73631,2.4515908,140
Брянская область,2023-05-01,137.64722,2.385324,135
Брянская область,2023-06-01,138.76534,3.2170067,229
Брянская область,2023-07-01,137.95598,2.6149833,228
Брянская область,2023-08-01,140.61661,4.594022,375
Брянская область,2023-09-01,142.71358,6.1537995,294
Брянская область,2023-10-01,148.24124,10.265418,328
Брянская область,2023-11-01,152.47258,13.412783,345
Брянская область,2023-12-01,155.6791,15.797872,353
Брянская область,2024-01-01,156.24554,0.36385414,69
Брянская область,2024-02-01,158.6826,1.9292871,120
Брянская область,2024-03-01,156.4153,0.472894,223
Брянская область,2024-04-01,156.8684,0.763935,220
Брянская область,2024-05-01,156.2681,0.3783372,192
Брянская область,2024-06-01,158.31616,1.6939085,325
Брянская область,2024-07-01,158.7184,1.9522841,122
Брянская область,2024-08-01,158.66841,1.9201792,159
Брянская область,2024-09-01,160.2408,2.9301953,146
Брянская область,2024-10-01,162.25615,4.2247496,207
Брянская область,2024-11-01,166.03743,6.6536374,146
Брянская область,2024-12-01,169.5557,8.913587,219
Брянская область,2025-01-01,173.90637,2.5659268,72
Брянская область,2025-02-01,176.58029,4.142943,183
Брянская область,2025-03-01,179.93405,6.1209126,157
Брянская область,2025-04-01,179.67284,5.966861,183
Брянская область,2025-05-01,178.48813,5.268142,179
Брянская область,2025-06-01,176.09306,3.855588,178
Брянская область,2025-07-01,176.66695,4.1940565,179
Брянская область,2025-08-01,178.26094,5.134155,190
Брянская область,2025-09-01,179.65128,5.954144,222
Брянская область,2025-10-01,181.78217,7.210888,305
Брянская область,2025-11-01,184.5718,8.856148,324
Брянская область,2025-12-01,189.02098,11.480171,389
Брянская область,2026-01-01,194.95395,3.1387877,257
Брянская область,2026-02-01,194.66747,2.9872336,184
Брянская область,2026-03-01,196.42738,3.9183016,205
Брянская область,2026-04-01,197.83034,4.660522,201
Брянская область,2026-05-01,197.27505,4.3667502,168
Брянская область,2026-06-01,200.48677,6.0658855,279
Брянская область,2026-07-01,201.17163,6.4282036,242
Владимирская область,2021-01-01,100,0,186
Владимирская область,2021-02-01,99.868416,-0.13158403,305
Владимирская область,2021-03-01,101.943405,1.9434046,316
Владимирская область,2021-04-01,103.854164,3.8541622,327
Владимирская область,2021-05-01,104.995056,4.9950547,351
Владимирская область,2021-06-01,107.61879,7.6187897,393
Владимирская область,2021-07-01,109.9306,9.930603,304
Владимирская область,2021-08-01,112.53238,12.532376,306
Владимирская область,2021-09-01,113.85875,13.85875,253
Владимирская область,2021-10-01,116.27771,16.277706,352
Владимирская область,2021-11-01,118.468124,18.468122,339
Владимирская область,2021-12-01,123.746445,23.746443,451
Владимирская область,2022-01-01,127.67138,3.1717541,189
Владимирская область,2022-02-01,129.28976,4.479575,246
Владимирская область,2022-03-01,134.02092,8.302846,375
Владимирская область,2022-04-01,137.59927,11.19453,92
Владимирская область,2022-05-01,139.54683,12.768353,55
Владимирская область,2022-06-01,140.17189,13.273476,89
Владимирская область,2022-07-01,139.38625,12.638589,91
Владимирская область,2022-08-01,139.30875,12.575956,141
Владимирская область,2022-09-01,140.3099,13.385003,136
Владимирская область,2022-10-01,139.31534,12.581283,122
Владимирская область,2022-11-01,139.1931,12.482505,129
Владимирская область,2022-12-01,138.83658,12.194405,208
Владимирская область,2023-01-01,139.07741,0.1734617,64
Владимирская область,2023-02-01,140.78668,1.4046025,114
Владимирская область,2023-03-01,141.52852,1.9389198,312
Владимирская область,2023-04-01,143.15045,3.1071496,213
Владимирская область,2023-05-01,143.93134,3.6696038,210
Владимирская область,2023-06-01,143.84909,3.6103594,215
Владимирская область,2023-07-01,144.93257,4.3907657,279
Владимирская область,2023-08-01,146.37566,5.4301805,388
Владимирская область,2023-09-01,148.55795,7.0020227,363
Владимирская область,2023-10-01,152.14442,9.5852585,357
Владимирская область,2023-11-01,155.82152,12.233765,422
Владимирская область,2023-12-01,157.34238,13.32919,421
Владимирская область,2024-01-01,157.27885,-0.04036783,118
Владимирская область,2024-02-01,160.73755,2.1578248,206
Владимирская область,2024-03-01,161.68771,2.7617073,209
Владимирская область,2024-04-01,163.732,4.060966,199
Владимирская область,2024-05-01,164.2648,4.3995976,234
Владимирская область,2024-06-01,164.43237,4.5060925,380
Владимирская область,2024-07-01,164.89218,4.798326,91
Владимирская область,2024-08-01,165.58337,5.2376237,163
Владимирская область,2024-09-01,165.36073,5.0961223,158
Владимирская область,2024-10-01,166.15155,5.598732,213
Владимирская область,2024-11-01,165.78821,5.3678083,169
Владимирская область,2024-12-01,168.19968,6.900427,253
Владимирская область,2025-01-01,167.57132,-0.37357384,108
Владимирская область,2025-02-01,170.38153,1.2971851,252
Владимирская область,2025-03-01,172.19633,2.3761463,183
Владимирская область,2025-04-01,171.45467,1.9351982,157
Владимирская область,2025-05-01,172.52295,2.5703275,171
Владимирская область,2025-06-01,168.61632,0.2477055,140
Владимирская область,2025-07-01,168.9083,0.4212976,207
Владимирская область,2025-08-01,170.08989,1.1237919,188
Владимирская область,2025-09-01,172.53603,2.5780966,219
Владимирская область,2025-10-01,175.84557,4.545728,230
Владимирская область,2025-11-01,177.88724,5.7595654,315
Владимирская область,2025-12-01,181.22163,7.741964,347
Владимирская область,2026-01-01,183.35117,1.1750997,178
Владимирская область,2026-02-01,184.53773,1.8298638,150
Владимирская область,2026-03-01,185.23682,2.2156236,154
Владимирская область,2026-04-01,187.43204,3.4269702,190
Владимирская область,2026-05-01,191.00171,5.3967547,158
Владимирская область,2026-06-01,189.88762,4.7819843,163
Владимирская область,2026-07-01,190.04535,4.8690205,210
Волгоградская область,2021-01-01,100,0,259
Волгоградская область,2021-02-01,101.64828,1.6482788,433
Волгоградская область,2021-03-01,104.46856,4.468556,449
Волгоградская область,2021-04-01,104.880104,4.8801064,527
Волгоградская область,2021-05-01,107.108246,7.108242,366
Волгоградская область,2021-06-01,109.74326,9.743265,556
Волгоградская область,2021-07-01,112.197464,12.197468,377
Волгоградская область,2021-08-01,114.56224,14.562241,394
Волгоградская область,2021-09-01,115.21312,15.213117,399
Волгоградская область,2021-10-01,117.870674,17.87067,420
Волгоградская область,2021-11-01,119.629395,19.629393,584
Волгоградская область,2021-12-01,120.991875,20.991873,630
Волгоградская область,2022-01-01,123.4167,2.0041277,333
Волгоградская область,2022-02-01,126.11634,4.2353806,515
Волгоградская область,2022-03-01,132.77441,9.738289,735
Волгоградская область,2022-04-01,135.8715,12.298039,138
Волгоградская область,2022-05-01,137.98965,14.0487,119
Волгоградская область,2022-06-01,138.22232,14.2409935,229
Волгоградская область,2022-07-01,139.01501,14.896156,271
Волгоградская область,2022-08-01,138.51608,14.483792,446
Волгоградская область,2022-09-01,139.13141,14.992354,385
Волгоградская область,2022-10-01,139.66191,15.43082,339
Волгоградская область,2022-11-01,140.97845,16.518948,471
Волгоградская область,2022-12-01,141.54718,16.989002,675
Волгоградская область,2023-01-01,142.20236,0.46287063,264
Волгоградская область,2023-02-01,143.00423,1.0293722,351
Волгоградская область,2023-03-01,143.18378,1.1562225,572
Волгоградская область,2023-04-01,144.66455,2.2023475,540
Волгоградская область,2023-05-01,146.21164,3.295333,536
Волгоградская область,2023-06-01,146.01851,3.1588986,526
Волгоградская область,2023-07-01,148.04892,4.593335,668
Волгоградская область,2023-08-01,151.62755,7.121557,1083
Волгоградская область,2023-09-01,154.33144,9.031799,1179
Волгоградская область,2023-10-01,159.03284,12.353232,1186
Волгоградская область,2023-11-01,160.82541,13.619646,987
Волгоградская область,2023-12-01,163.05896,15.197597,954
Волгоградская область,2024-01-01,162.72272,-0.20620814,292
Волгоградская область,2024-02-01,163.67345,0.3768554,419
Волгоградская область,2024-03-01,165.24466,1.3404377,509
Волгоградская область,2024-04-01,167.45314,2.694844,546
Волгоградская область,2024-05-01,169.11755,3.7155864,743
Волгоградская область,2024-06-01,172.85849,6.0098085,882
Волгоградская область,2024-07-01,172.43628,5.750879,226
Волгоградская область,2024-08-01,173.43869,6.36563,364
Волгоградская область,2024-09-01,174.35597,6.9281754,352
Волгоградская область,2024-10-01,177.53682,8.878917,397
Волгоградская область,2024-11-01,179.27489,9.944832,393
Волгоградская область,2024-12-01,181.59758,11.36928,486
Волгоградская область,2025-01-01,180.79878,-0.43987727,280
Волгоградская область,2025-02-01,184.48422,1.5895796,472
Волгоградская область,2025-03-01,186.6907,2.8046227,369
Волгоградская область,2025-04-01,188.0602,3.5587564,453
Волгоградская область,2025-05-01,187.86543,3.4515007,378
Волгоградская область,2025-06-01,188.03322,3.5439012,336
Волгоградская область,2025-07-01,188.79572,3.9637818,420
Волгоградская область,2025-08-01,188.07167,3.5650709,469
Волгоградская область,2025-09-01,188.08621,3.573084,482
Волгоградская область,2025-10-01,187.74898,3.3873754,610
Волгоградская область,2025-11-01,188.95491,4.0514493,769
