"GA","GB","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50","G51","G52","G53","G54","G55","G56","G57","G58","G59","G60","G61","G62","G63","G64","G65","G66","G67","G68","G69","G70","G71","G72","G73","G74","G75","G76","G77","G78","G79","G80","G81","G82","G83","G84","G85","G86","G87","G88","G89","G90","G91","G92","G93","G94","G95","G96","G97","G98","G99","G100","G101","G102","G103","G104","G105","G106","G107","G108","G109","G110","G111","G112","G113","G114","G115","G116","G117","G118","G119","G120","G121","G122","G123","G124","G125","G126","G127","G128","G129","G130","G131","G132","G133","G134","G135","G136","G137","G138","G139","G140","G141","G142","G143","G144","G145","G146","G147","G148","G149","G150","G151","G152","G153","G154","G155","G156","G157","G158","G159","G160","G161","G162","G163","G164","G165","G166","G167","G168","G169","G170","G171","G172","G173","G174","G175","G176","G177","G178","G179","G180","G181","G182","G183","G184","G185","G186","G187","G188","G189","G190","G191","G192","G193","G194","G195","G196","G197","G198","G199","G200","G201","G202","G203","G204","G205","G206"
"Республика Коми","238984858","238947062","6073","1572392","1572392","31447830","1556","55008","55008","1155168","90","37401","37401","534300","13","0","0","0","0","0","0","0","0","3195923","3192997","31929965","608","2452","1599","17592","7","400","185906380","185875815","929379050","4332","0","0","0","0","0","393652","393612","2361670","73","0","0","0","0","0","0","0","0","376827","376830","1884148","116","40876193","40884963","247792937","2695","4453564","4718884","818","3577","3577","6","6568231","6556047","1711","216013","215535","2268","0","0","0","1078","840","32","630","630","5","1809","221","3","0","0","0","177159392","177123139","4814","128356233","128619675","4450","1627315","1622660","64","237378","237373","45","5894530","5623465","668","376715","376718","115","40479899","40465514","2352","187322","177735","182","0","0","0","-652","0","0","760282","769475","39","65861703","65850196","7840","0","0","0","0","0","0","4533852","4537057","309","4322596","4323624","93","92346309","0","16793650","2532530","3485358","1989949","397989","110881","2976488","0","0","0","0","0","0","0","0","0","0","85885652","7317","17177496","1265024","253004","888","16923604","0","0","0","0","0","0","0","0","0","0","102679302","20662854","3254973","650993","111769","19900092","2376059","19501","476186","26916","5383","12813","457990","0","0","0","0","0","0","0","0","0","0","686037","3062096","19501","0","0","0","0","0","0","92346309","105379","767960"
"Республика Крым","331632692","330483166","23310","3251819","3251819","67612847","3238","57786","57786","1213322","116","322266","322266","4603802","86","0","0","0","0","0","0","0","0","23954752","23949535","239485344","3469","3583","3583","39410","18","883","214017388","213310587","1066555744","18870","0","0","0","0","0","548052","549674","3291250","231","257","257","536","2","0","0","0","0","1207334","1206877","6034385","194","68411747","68066223","424923389","12949","18746918","18675936","5681","45718","45718","5","19857533","19763549","8143","206628","193322","2862","26","26","1","1695","1695","47","191","185","12","860","842","6","93","93","4","274369864","274092299","20246","192229233","192452238","19223","359087","358581","83","479406","480878","231","20984969","20841341","5447","1197610","1197288","190","59076798","58720835","11710","40107","38286","243","137","137","5","0","0","0","1574633","1561165","104","62744527","61873251","25429","0","0","0","0","0","0","6784381","6721032","104","1686646","1829034","230","15937611","0","94424214","6920083","19230847","12981612","2596323","3569227","13065297","75157","0","15031","27421","5484","4833","4714","16","0","0","63567273","80342","12717471","32004192","6400837","391745","5924889","0","0","0","0","0","0","0","0","0","0","157991487","31948318","44985804","8997160","3960972","18990186","7791690","373043","1576990","819964","163993","88420","1324577","39311","39406","9833","19088","3818","8","6007","17","2","0","99938","7891628","381093","4912","0","83","2","0","0","15937611","381836","1558980"
"Республика Марий-Эл","136570327","136492312","8099","1199735","1199735","23853695","1081","8370","8370","272284","43","136977","136977","1956988","48","0","0","0","0","0","0","0","0","13805538","13795119","137938924","1176","227","227","2495","4","11","80309996","80266077","401372093","6635","0","0","0","0","0","1032591","1027762","6166570","139","0","0","0","0","0","0","0","0","349166","348875","1744377","115","31915686","31902908","216170596","4579","7087840","7082117","1599","0","0","0","7811386","7805608","2741","59671","59508","511","1350","1350","4","638","481","23","9456","9456","5","11074","10631","20","189","189","4","114723950","114696035","7139","71243360","71252222","6779","2549468","2545090","223","276442","276919","143","7597259","7581910","1435","347633","345340","113","32704509","32689022","4268","5012","5533","73","0","0","0","0","0","1","18692","18549","20","23704113","23655077","8402","0","0","0","0","0","0","1784043","1785070","96","137284","137279","76","14765898","0","30522824","3415110","6275321","4798159","959632","692776","4622913","27","0","5","0","0","0","5","1","0","0","13650145","27102","2731384","7717482","1543497","52081","1135806","0","0","0","0","0","0","0","0","0","0","44172969","9006705","12515641","2503129","744857","5758719","616350","86085","127574","137427","27486","10351","89737","781","0","156","10093","2019","0","-1863","3","0","0","1343814","1960164","91098","127","10547","0","1","1","0","14765898","73140","14190"
"Республика Мордовия","187592068","187546076","12358","5160903","5160903","103218820","4041","101750","101750","2135990","125","226627","226627","3237527","56","0","0","0","0","0","0","0","0","33362068","33363797","333637955","1438","13848","13892","152815","17","0","99594087","99539181","497697903","7751","0","0","0","0","0","6931843","6937390","41624339","277","1893","1893","16550","5","0","0","0","0","261912","261912","1311862","155","33484478","33486233","219501753","5418","8066023","8040985","1935","12","12","4","8454553","8454390","3258","83204","77290","535","0","0","0","597","405","9","2998","2998","9","9146","3435","14","0","0","0","164958971","164867067","9455","116159581","116194952","8943","5753578","5752854","269","1031429","1031690","205","9188273","9175296","1687","260536","260536","144","32519611","32407354","4795","56188","54611","145","0","0","0","0","0","0","50073","54698","20","33504643","33527295","12487","0","0","0","0","0","0","10648536","10641525","164","2642734","2642734","133","27749424","0","24534922","2567354","5035353","2343908","468780","236947","4329626","3272","0","654","0","0","0","654","1","0","0","3666890","70958","736925","353824","70764","314","665847","0","0","0","0","0","0","0","0","0","0","28201812","5772278","2697732","539544","237261","4995473","4736444","463736","970475","149275","29855","1640","938980","7111","0","1422","0","0","0","1422","11","0","0","278036","5014480","466159","9","9950","0","1","1","0","27749424","20183","42926"
"Республика Саха (Якутия)","280514429","280203499","10445","3753087","3753087","78774337","3317","259226","259226","5441773","292","251909","251909","3598706","91","7156","7156","109378","2","0","0","0","0","5364599","5363260","53628849","1248","47393","47289","520180","52","467","210970442","210700099","1053479327","6478","0","0","0","0","0","341267","315228","1891342","169","2784","2784","39637","2","7192","7192","102743","1","3005544","2983568","14918273","146","32115213","32072712","199401308","3862","21717242","21794276","1421","569647","569649","3","24397026","24448837","2619","1095448","1089638","617","0","0","0","227","227","1","3168","3135","10","44273","12240","2","88","141","4","254261773","254177701","7444","186181986","186240053","6870","927429","919948","118","4642495","4642495","39","31127304","31026937","1278","2968337","2947290","131","28023893","28013077","3179","392111","389313","170","2","2","1","2952","2952","1","67423034","67391222","173","88647654","88232869","10553","0","0","0","0","0","0","128569768","128391664","585","11891142","11846969","221","898395927","0","41365573","2772117","8411722","13724876","2744977","1838924","3827821","0","0","0","0","0","0","0","0","0","0","139225275","597986","27874955","5810570","1162113","178272","26534570","0","0","0","0","0","0","0","0","0","0","180590848","36286677","19535446","3907090","2017196","30362391","5772075","313066","1170067","118669","23734","74798","1071535","1708016","0","341603","368","74","71735","269794","15","0","0","1010792","6782867","313066","539","0","0","1","0","0","898395927","84550","67357135"
"Республика Северная Осетия - Алания","48716308","48489471","4487","501723","501723","10037505","520","61079","61079","1282663","52","27601","27601","394307","15","5280","5280","80713","2","0","0","0","0","5120285","5078804","50783412","763","51116","42557","468132","30","0","32327233","32211217","161043947","3499","0","0","0","0","0","471004","501231","3007387","145","7369","7369","56929","3","102","102","511","2","69064","68904","344522","34","7514840","7450497","49171322","1558","2452167","2402791","854","248","68","2","2566792","2540376","1201","13486","13406","147","0","0","0","1420","1420","4","0","0","0","6713","6400","12","213","213","4","40653645","40675104","3713","29364305","29383263","3604","1449475","1463871","108","183664","184554","66","2384053","2387003","783","72768","66936","31","7214531","7203075","1288","1937","1937","24","0","0","0","0","0","0","26698","26660","26","9513101","9273445","4506","0","0","0","0","0","0","1434158","1435697","112","270225","269650","45","6771136","0","13356101","1151324","2728783","2400560","480113","419838","1828832","3330","0","666","2715","543","0","123","3","0","0","391454","0","78290","152207","30441","157","47692","0","0","0","0","0","0","0","0","0","0","13747555","2807073","2552767","510554","419995","1876524","1507507","64469","304725","128684","25736","81429","197560","172345","45140","36726","25066","5013","0","31713","8","2","0","30231","1537738","64469","10773","0","0","10","0","0","6771136","1444","26089"
"Республика Татарстан","3254811993","3251936694","122782","8434948","8434948","168698950","8085","167217","167217","3511559","314","928046","928046","13257803","267","3668","3668","56072","9","0","0","0","0","98810168","98702425","987024209","9456","47382","47035","517389","123","10315","2239829222","2238261837","11191309188","109686","-25","0","0","0","0","9008756","8993174","53959040","2102","0","0","0","0","0","0","0","0","1661601","1660240","8301466","491","710312478","709695576","4359003666","71405","171555980","171104225","42710","2745829","2746191","45","185596059","185035052","55955","4842884","4848056","1497","995355","995355","5","8481","8442","56","98126","98081","73","197340","101906","100","0","0","0","2824333806","2821090030","114358","1916334760","1916766193","111483","49935562","49795263","3378","7154546","7175716","1338","191403494","189220407","37797","1651654","1650240","474","654082969","652764997","66970","3883047","3823768","637","442","442","1","74069","74050","7","16303641","16302881","338","551268374","549367510","121099","0","0","0","0","0","0","131843652","129649739","1301","43118568","43616581","1219","1003816447","0","300908364","20045248","61183936","77273768","15454753","5448224","40280959","252","0","50","0","0","0","50","2","0","0","866877533","264489","173388730","513057797","102611559","416113","70361058","0","0","0","0","0","0","0","0","0","0","1167785897","234572666","590331565","118066312","5864337","110642017","79028653","2169871","15914222","10890642","2178127","258590","13477505","349713","258236","82854","78751","15750","816","66288","39","8","0","20626944","99655597","6306765","72635","1530","132","22","1","0","1003816447","438233","16202149"
"Республика Тыва","10916984","10774494","949","229519","229519","4591472","255","40404","40404","848477","44","2075","2075","29645","3","0","0","0","0","0","0","0","0","326287","326171","3258681","134","2324","2324","25561","2","0","8226537","8045240","40247977","625","0","0","0","0","0","-197927","8451","50707","19","0","0","0","0","0","0","0","0","222050","222050","1110248","21","1699836","1521183","9219410","245","319355","324986","119","3930","3797","4","366758","377078","238","12140","12140","37","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","8853157","8807804","632","6298605","6382434","615","249086","249086","4","4209","4209","2","282338","303795","89","221989","221989","20","1789990","1639427","198","11664","11664","20","76","0","0","0","0","0","1556081","1556081","20","2798620","2737129","951","0","0","0","0","0","0","2290961","2311862","33","114101","114037","13","29446884","0","3520525","851980","746704","593469","118694","95219","532791","8976","0","1795","0","0","0","1795","1","0","0","451736","0","90348","9","2","139","90207","0","0","0","0","0","0","0","0","0","0","3972261","837052","593478","118696","95358","622998","588977","0","117795","0","0","0","117795","1348","0","270","0","0","0","270","2","0","0","0","588977","0","0","0","0","0","0","0","29446884","0","1556081"
"Удмуртская Республика","558548911","557352018","40891","12611832","12611832","252230290","10364","438373","438373","9205837","530","694796","694796","9928022","216","20784","20784","317698","9","0","0","0","0","25454323","25453292","254506943","3655","31989","31989","351883","26","0","355434682","354264941","1771280938","29006","0","0","0","0","0","1366055","1365530","8204106","545","0","0","0","0","0","0","0","0","710295","710301","3551814","262","128058247","128042273","788748030","19513","28639304","28630907","8654","43532","43532","25","33728630","33717512","12484","401678","396648","932","0","0","0","2119","2103","55","7432","7432","19","4601","3505","26","0","0","1","422446802","422505931","33559","275196545","275647234","32038","7364377","7370820","825","984050","977910","377","31784825","31817563","7743","706059","706065","250","106303854","105878025","17858","108297","108299","202","0","0","0","0","0","0","6885075","6884891","144","138086271","136866511","41083","0","0","0","0","0","0","8371464","8408476","434","4685499","4632903","369","207395511","0","90473328","12891094","18739223","14702757","2940550","2109877","13688796","628962","88563","130221","18921","3784","6688","119749","20","12","0","67893041","892377","13623228","19202244","3840450","21087","9761691","0","0","0","0","0","0","0","0","0","0","158366369","32362451","33905001","6781000","2130964","23450487","8162759","1974899","1731297","500424","100086","9268","1621943","150640","12973","30777","0","0","0","30777","8","2","0","1236727","9399486","2020868","0","0","0","0","0","0","207395511","185008","6883624"
"Республика Хакасия","93010573","92748416","5452","1021365","1021365","20427064","987","5747","5747","120682","33","55778","55778","796831","12","0","0","0","0","0","0","0","0","3777644","3756764","37567649","961","12043","4822","53047","22","1","77097468","76941252","384645338","4208","0","0","0","0","0","174161","162615","975688","130","2","2","9","1","0","0","0","0","137903","137907","689534","59","8253890","8252518","54118347","2180","2262346","2198994","859","3416","3416","8","2474566","2409637","1630","47322","16714","512","0","0","0","95","99","13","303","303","2","5646","5646","5","9","9","4","77486191","77402726","4515","64172310","64113253","4310","2677062","2675104","88","314839","312739","53","2145923","2141368","754","136554","136407","59","8013569","7997966","2011","25933","25888","81","0","0","0","1596","1596","3","19080447","19080282","85","16372113","16229202","5737","0","0","0","0","0","0","19853783","19920177","104","419805","418511","50","144616054","0","12525453","1248588","2567523","2144826","428967","196964","1941592","751","0","150","0","0","0","150","6","0","0","6777818","16990","1356412","71940","14388","14033","1327991","0","0","0","0","0","0","0","0","0","0","19303271","3923935","2216766","443355","210997","3269583","2348717","20780","470784","94659","18932","16617","435235","1268","0","254","629","126","63","65","9","0","0","0","2348717","20780","0","0","0","0","0","0","144616054","30113","15508302"
"Чеченская Республика","247403522","228722008","12807","7192622","7192622","143856704","5791","209599","209599","4401227","220","292412","292412","4177318","91","0","0","1","1","0","0","0","0","7847280","7838201","78302501","787","143465","143598","1579579","24","-6","175856363","163041977","815509380","6317","0","0","0","0","0","2444896","2442801","14602959","180","4395","4395","43389","2","0","0","0","0","7249","7249","36245","2","45465158","39738904","245548767","3550","7391850","7262924","1238","0","0","0","7954662","7824825","1838","57712","57699","73","0","0","0","30","30","2","0","0","0","3742","3742","14","1037","1037","6","227413230","208396337","8795","184904733","166403058","8081","4689595","4704566","168","225401","226885","93","16955323","17195016","1124","7247","7247","1","20623891","19884444","2684","53323","51323","16","78","78","4","0","0","0","3964","3939","12","23294563","23662213","12869","0","0","0","0","0","0","3146448","3164678","25","605088","606101","35","3809785","0","35531483","2269426","7219768","14658109","2931623","1182413","3105732","161056","0","32211","117283","23457","12906","-4152","18","0","0","660746","875829","175941","3906","781","233","174927","0","0","0","0","0","0","0","0","0","0","36192229","7395709","14662015","2932404","1182646","3280659","1494933","1789603","388467","638127","127627","5451","255389","198842","1841","39860","1413","283","0","39577","12","3","0","1669724","3164657","1789813","92479","588","0","7","2","0","3809785","67096","3674"
