"GA","GB","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50","G51","G52","G53","G54","G55","G56","G57","G58","G59","G60","G61","G62","G63","G64","G65","G66","G67","G68","G69","G70","G71","G72","G73","G74","G75","G76","G77","G78","G79","G80","G81","G82","G83","G84","G85","G86","G87","G88","G89","G90","G91","G92","G93","G94","G95","G96","G97","G98","G99","G100","G101","G102","G103","G104","G105","G106","G107","G108","G109","G110","G111","G112","G113","G114","G115","G116","G117","G118","G119","G120","G121","G122","G123","G124","G125","G126","G127","G128","G129","G130","G131","G132","G133","G134","G135","G136","G137","G138","G139","G140","G141","G142","G143","G144","G145","G146","G147","G148","G149","G150","G151","G152","G153","G154","G155","G156","G157","G158","G159","G160","G161","G162","G163","G164","G165","G166","G167","G168","G169","G170","G171","G172","G173","G174","G175","G176","G177","G178","G179","G180","G181","G182","G183","G184","G185","G186","G187","G188","G189","G190","G191","G192","G193","G194","G195","G196","G197","G198","G199","G200","G201","G202","G203","G204","G205","G206","G207"
"Республика Коми","61153664","60499984","1698","601601","589132","11782633","557","12174","15244","320120","21","60301","60301","861436","11","0","0","0","0","0","0","0","0","875867","876250","8762517","170","1083","1083","11909","1","0","48559561","48559948","242799740","1102","0","0","0","0","0","73536","73536","441216","18","0","0","0","0","0","0","0","0","114798","121184","605919","28","8271048","8273368","50287791","697","1406819","1243764","197","2041","2041","1","2583696","1929939","419","40934","40723","519","0","0","0","112","112","6","164","164","1","0","0","0","0","0","0","45019356","44368658","1312","34966779","34706991","1170","452724","452724","16","43344","43344","11","1560748","1164685","164","114797","121184","28","7847871","7846705","692","33094","33026","45","0","0","0","0","0","0","245853","245853","13","16835682","16835067","2070","0","0","0","0","0","0","902511","904948","79","1449894","1449894","27","19609062","0","4775020","1067750","1008391","822941","164589","39766","804036","0","0","0","0","0","0","0","0","0","0","26740457","3952","5348289","0","0","1817","5346472","0","0","0","0","0","0","0","0","0","0","31515477","6356680","822941","164589","41583","6150508","550065","55472","112787","4740","948","1779","110060","0","0","0","0","0","0","0","0","0","0","155314","408","705379","55880","0","0","0","0","0","0","19609062","25820","245447"
"Республика Крым","101106067","100934906","6536","1403189","1397580","27951713","1335","34220","21948","460906","48","168688","167045","2386358","56","0","0","2","1","0","0","0","0","6218427","6198173","61981688","927","2881","2260","24855","8","4","67332625","67243366","336222247","4911","0","0","0","0","0","188553","188139","1097162","75","0","0","0","0","0","0","0","0","483851","481530","2407649","49","17852094","17830386","112466041","3445","7058099","7044588","1491","40","40","1","7421509","7404449","2185","56260","55773","697","0","0","0","120","120","10","47","47","3","27","27","2","27","27","2","83779088","83734574","5458","57584666","57578502","5055","103996","103929","31","125299","125258","69","6160898","6147249","1390","472718","469081","45","19307358","19286339","3313","24131","24114","63","25","25","1","0","0","0","884270","882220","32","18713247","18593997","7035","0","0","0","0","0","0","2184464","2190004","33","2051490","2054521","81","2763727","0","23103282","2709104","4756110","12405440","2481088","1174860","1100162","0","0","0","0","0","0","0","0","0","0","4884448","90061","981393","1751188","350238","88166","542989","0","0","0","0","0","0","0","0","0","0","27987730","5737503","14156628","2831326","1263026","1643151","2068346","118871","419614","120659","24130","12796","382688","4241","0","848","1001","200","-1","649","4","0","0","20727","0","2089073","118871","56","1080","0","1","1","0","2763727","2200","881724"
"Республика Марий-Эл","38629574","38610476","2222","456302","456351","9399274","407","4220","4220","88623","17","73390","73345","1047784","22","0","0","0","0","0","0","0","0","3358215","3356596","33564667","322","954","954","10496","6","0","23323170","23316594","116631869","1706","0","0","0","0","0","389745","389842","2339051","38","205","205","4095","1","0","0","0","0","124422","124043","620217","29","8909208","8908149","63601167","1169","1857464","1848707","438","0","0","0","1989642","1979389","751","6402","6394","123","124","124","1","82","81","4","1314","1314","1","951","946","3","993","993","1","30897240","30905521","1919","19095691","19113844","1774","506691","506786","58","68582","68582","37","1415543","1412557","359","124168","123790","27","9684895","9678293","1178","1670","1670","19","0","0","0","0","0","0","2977","2977","4","8047001","8023755","2298","0","0","0","0","0","0","308120","306153","32","46966","46966","31","3660596","0","10643136","1181355","2187696","1613224","322642","206431","1658623","0","0","0","0","0","0","0","0","0","0","3068485","8479","614121","2357660","471532","16423","126166","0","0","0","0","0","0","0","0","0","0","13711621","2801817","3970884","794174","222854","1784789","798299","7113","160015","77440","15487","5534","138994","59","6513","337","0","0","0","337","1","1","0","638481","0","1436780","7113","1765","0","0","1","0","0","3660596","19988","2585"
"Республика Мордовия","56201563","56190151","3558","2038471","2012656","40254877","1436","33029","50633","1063299","38","314675","310562","4436606","65","4959","4959","75803","1","0","0","0","0","9669705","9666161","96661607","377","4941","4941","54351","3","0","29127158","29115911","145607400","1967","0","0","0","0","0","2575393","2575393","15452359","72","660","660","6125","1","0","0","0","0","88678","87296","438249","44","9105122","9123149","61541036","1411","3097374","3096056","510","0","0","0","3241821","3240876","873","30639","30196","129","0","0","0","77","77","4","168","168","2","92","92","3","122","122","1","47286535","47282962","2648","32986536","32983457","2440","1396331","1395852","78","251303","251303","45","3016832","3016754","420","88361","86857","41","9522125","9524746","1384","24014","23990","39","0","0","0","0","0","0","1630","1630","6","11583783","11575331","3586","0","0","0","0","0","0","2632948","2632910","43","1056793","1056793","49","8661596","0","8304136","1972718","1759463","905114","181024","95808","1482631","0","3466","173","3466","693","0","-520","0","1","0","1459434","43874","294080","29299","5859","26","288195","0","0","0","0","0","0","0","0","0","0","9763570","2053543","934413","186883","95834","1770826","589300","288464","132284","6474","1294","136","130854","3229","0","646","0","0","0","646","4","0","0","72051","971","661351","289435","133","0","0","1","0","0","8661596","24287","1622"
"Республика Саха (Якутия)","78852762","78575037","3063","1403577","1377158","27551130","1202","74246","76016","1596340","89","207544","207388","2962689","63","4739","4739","72445","3","0","0","0","0","1513765","1510913","15113290","361","11625","11625","127878","11","0","56969353","56823468","284120848","1696","0","0","0","0","0","45289","28178","169070","37","0","0","0","0","-830","0","0","0","847992","847992","4239962","37","8910911","8917008","55970033","1073","8035998","7953438","355","0","0","0","8863638","8770467","698","151058","150774","141","0","0","0","0","0","0","1505","1505","2","936901","936901","2","82","82","1","81870457","81706650","2143","57703437","57697592","1884","171707","170187","23","1467614","1467614","13","14194335","13994584","354","782725","782725","32","7514078","7516438","995","32615","77510","39","0","0","0","627384","627384","1","17565644","17579634","46","22726596","22522264","3057","0","0","0","0","0","0","42818373","42751461","157","7614637","7614637","59","280493232","0","14970214","1004636","3044277","4918017","983603","604983","1455691","8315","0","1663","3299","660","315","688","1","0","0","32700271","135334","6546820","470348","94070","37651","6415099","0","0","0","0","0","0","0","0","0","0","47670485","9591097","5388365","1077673","642634","7870790","2936617","42098","589428","28593","5718","19115","564595","321754","0","64351","0","0","18241","46110","3","0","0","128278","0","3064895","42098","0","0","0","0","0","0","280493232","4373","17575247"
"Республика Северная Осетия - Алания","14516409","14521296","1175","249159","247933","4964788","187","29937","17327","363867","14","37094","37094","529920","10","0","0","0","0","0","0","0","0","1751580","1746895","17442802","212","3208","3290","36191","4","0","9151320","9203581","46042628","875","0","0","0","0","0","199863","200008","1200046","39","0","0","0","0","0","0","0","0","3528","3696","18479","5","2195634","2171753","14192327","383","883124","875743","191","0","0","0","894996","889707","313","3570","3525","40","0","0","0","1690","1690","3","0","0","0","488","1088","2","11","11","1","12290451","12311570","949","8921635","8999966","901","391775","390758","26","22425","21875","17","837029","834492","176","5208","3400","4","2108892","2059954","373","-788","161","6","266","266","1","0","0","0","5279","4888","8","2473627","2458031","1192","0","0","0","0","0","0","217020","220220","26","28362","28024","11","2122941","0","4360885","495305","896941","713005","142601","244961","509379","0","0","0","0","0","0","0","0","0","0","97156","1248","19494","28602","5720","34","13740","0","0","0","0","0","0","0","0","0","0","4458041","916435","741607","148321","244995","523119","85901","19519","18156","5143","1029","1110","16017","27060","19519","6388","534","107","0","6281","1","1","0","68562","0","154463","19519","1528","0","0","2","0","0","2122941","0","4577"
"Республика Татарстан","988296382","987229099","31752","3490800","3469627","69392536","3027","55224","53900","1131891","104","540338","537679","7681131","158","3145","3145","48066","4","0","0","0","0","27153710","27157769","271577699","2436","15796","15107","166177","40","38","683156100","682456392","3412281963","27811","-53","0","0","0","0","2677531","2676332","16057988","434","270","270","1352","1","0","0","0","0","579764","577825","2889124","134","203122736","203040241","1250828894","17501","64034240","63811326","10934","282505","282505","12","67501257","67241038","14608","734077","733555","371","0","0","0","2433","2433","16","42315","42188","18","13018","12561","22","0","0","0","861883605","860939020","29372","563460155","562980110","28303","19457492","19463411","909","1406056","1401602","352","60583148","60628988","9223","569746","568845","129","215573257","215133645","17935","833745","762420","168","0","0","0","17238","17244","3","5235424","5240881","92","149889269","149718377","31236","0","0","0","0","0","0","27923020","27878848","372","14877746","14871273","358","252771411","0","116933708","8068578","23790173","24727456","4945488","2084212","16760473","3","0","1","0","0","0","1","1","0","0","156462771","169266","31301018","77590046","15518008","161907","15621103","0","0","0","0","0","0","0","0","0","0","273396479","55091191","102317502","20463496","2246119","32381576","29295280","5944565","6156282","1490412","298083","18122","5840077","50937","47520","12563","1740","348","105","12110","9","2","0","8272260","148684","37567540","6093249","10042","2988","31","8","1","0","252771411","150196","5202982"
"Республика Тыва","3912442","3862104","265","107052","97917","1958340","96","11100","11607","243740","9","3275","3275","46783","2","1524","1524","23290","1","0","0","0","0","94127","94007","940071","36","0","0","0","0","0","2931335","2898754","14493772","155","0","0","0","0","0","565","565","3389","3","0","0","0","0","0","0","0","0","84464","84464","422322","6","571011","569624","3460610","65","87899","80487","31","740","740","1","107990","100366","67","712","712","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6069167","6032649","168","2083932","2066442","156","64444","64444","1","0","0","0","3052404","3041508","25","84464","84464","6","783770","775638","59","153","153","5","0","0","0","0","0","0","358172","358335","6","1110544","1096901","261","0","0","0","0","0","0","3624039","3624380","13","40203","40203","3","8182725","0","1570329","231393","325637","73575","14715","79127","231795","0","0","0","0","0","0","0","0","0","0","129238","0","25847","0","0","37","25810","0","0","0","0","0","0","0","0","0","0","1699567","351484","73575","14715","79164","257605","3149","0","630","0","0","0","630","0","0","0","0","0","0","0","0","0","0","0","0","3149","0","0","0","0","0","0","0","8182725","0","358335"
"Удмуртская Республика","153839246","153636388","11646","5076387","5050816","102667057","3847","177261","174600","3665277","169","876592","845046","12072645","214","1889","14801","226249","9","0","0","0","0","6947023","6945501","69451771","946","1674","1674","18410","7","0","101114067","101023455","505215549","7375","0","0","0","0","0","346476","346928","2095465","143","0","0","0","0","0","0","0","0","225166","225166","1126080","75","29570937","29557091","183762151","5014","8362057","8324385","2163","5755","6808","7","9501543","9451260","3262","46131","45171","235","0","0","0","877","877","13","1576","1576","3","1325","1325","8","0","0","0","125875899","125676526","9209","78494677","78381984","8629","1547193","1546865","229","272825","267123","106","11503697","11503517","1854","224615","224596","71","33809285","33728781","4963","23477","23630","50","0","0","0","0","0","0","1010931","1010796","36","33205531","33195594","11667","0","0","0","0","0","0","6172413","6166551","128","1344283","1346566","124","57185459","0","35735077","6821282","7488081","5082184","1016438","764983","5706660","280553","59758","59099","0","0","0","59099","6","6","0","18648137","424975","3750877","5466563","1093314","5077","2652486","0","0","0","0","0","0","0","0","0","0","54383214","11238958","10548747","2109752","770060","8359146","2455094","1729866","577513","360826","72165","3400","501948","48108","0","9622","0","0","0","9622","2","0","0","455105","13098","2910199","1742964","0","0","0","0","0","0","57185459","76244","1010763"
"Республика Хакасия","29030489","29033021","1499","400322","391993","7839857","362","4305","5275","110774","17","33167","33167","473811","11","0","0","0","0","0","0","0","0","1052394","1051156","10511547","249","565","565","6216","5","0","23718641","23727494","118652372","1070","0","0","0","0","0","31679","31735","190410","26","10469","10469","0","1","0","0","0","0","151765","151765","758824","16","3006771","3008232","18527011","564","582419","582457","247","845","845","2","631865","631640","451","2642","2674","118","0","0","0","25","25","3","0","0","0","14067","14067","1","0","0","0","23731361","23747346","1212","19657639","19676441","1138","288955","289528","22","20238","20238","9","573708","573344","216","150427","150427","16","3037646","3036635","572","748","732","18","0","0","0","6382","6382","1","1657473","1657672","21","5233388","5219768","1556","0","0","0","0","0","0","1580038","1579820","29","139987","135424","22","21117419","0","8131019","669684","1659690","887903","177580","164467","1317643","0","0","0","0","0","0","0","0","0","0","1248831","113","249773","53","11","2837","246925","0","0","0","0","0","0","0","0","0","0","9379850","1909463","887956","177591","167304","1564568","302232","28910","61893","6455","1291","398","60204","1240","0","248","0","0","0","248","4","0","0","0","0","302232","28910","0","0","0","0","0","0","21117419","7038","1657670"
"Чеченская Республика","86427051","78579095","4074","3073749","3040612","60809447","2221","82933","83342","1749171","80","401501","401144","5730629","113","284","284","4334","3","0","0","0","0","2832704","2790822","27913813","231","5143","10093","111023","5","0","58826828","51265204","256320531","1636","0","0","0","0","0","274628","276832","1660993","42","354","354","1769","1","0","0","0","0","5398","5398","26991","1","15472834","15387084","94912986","1079","5233940","5216950","318","0","0","0","5456123","5323316","518","25202","25193","21","0","0","0","360","360","1","0","0","0","20","20","3","63","63","2","76439399","68564248","2676","61753284","54000153","2398","534246","534246","40","153762","154007","25","5226769","5175229","307","5398","5398","1","8754446","8693705","940","-836","1164","3","9","9","1","0","0","0","4197","4197","4","10503683","10554729","4086","0","0","0","0","0","0","471943","472380","12","157287","157051","11","637638","0","10541880","1807662","2198758","3979851","795972","125420","1277366","2441","0","488","0","0","0","488","2","0","0","75954","133404","21861","7667","1533","43","20285","0","0","0","0","0","0","0","0","0","0","10617834","2220619","3987518","797505","125463","1297651","676860","275460","149146","35366","7073","53","142020","114533","0","22907","0","0","0","22907","3","0","0","62291","65","739151","275525","3","0","0","1","0","0","637638","4403","4197"
"Чувашская Республика","93704962","93580889","4775","952418","940621","18812425","781","9339","9759","205010","19","127257","127087","1815534","40","0","0","0","0","0","0","0","0","3006365","3005780","30057802","553","2197","2197","24163","3","0","59761645","59697347","298486761","3804","0","0","0","0","0","250268","250782","1504693","79","0","0","0","0","0","0","0","0","160283","160338","801690","41","25653950","25610225","156177949","2637","3540006","3536562","1075","4799","4799","2","3781241","3776754","1754","49890","49282","212","0","0","0","1152","1152","7","7763","7763","6","1132","455","4","0","0","0","68498491","68458137","4228","41520125","41553739","4002","1442391","1442253","155","121964","122694","96","3266594","3242279","904","158101","157234","38","21944162","21894589","2672","45154","45349","35","0","0","0","0","0","0","14568","14568","11","25810343","25726785","4827","0","0","0","0","0","0","544137","545342","62","225655","225655","58","3846916","0","12833543","2369593","2685188","2497837","499568","147659","2037961","0","0","0","0","0","0","0","0","0","0","2141328","12141","428873","232148","46429","3093","379351","0","0","0","0","0","0","0","0","0","0","14974871","3114061","2729985","545997","150752","2417312","760766","58730","155090","65649","13130","1403","140557","0","0","0","0","0","0","0","0","0","0","213313","300","974079","59030","0","0","0","0","0","0","3846916","24782","8432"
