"field name","english description","russian description","format"
"G9"," Corporate income tax on the implementation of agreements for the development of oil and gas fields","Налог на прибыль организаций при выполнении соглашений о разработке месторождений нефти и газа","integer"
"G10","Corporate income tax paid by taxpayers engaged in the production of liquefied natural gas and who, up to and including December 31, 2022, exported at least one batch of liquefied natural gas based on a license to exercise the exclusive right to export gas, who, up to January 1, 2023, were members of a consolidated group of taxpayers, is credited to the federal budget","Налог на прибыль организаций, уплаченный налогоплательщиками, осуществляющими деятельность по производству сжиженного природного газа и до 31 декабря 2022 года включительно осуществившими экспорт хотя бы одной партии сжиженного природного газа на основании лицензии на осуществление исключительного права на экспорт газа, которые до 1 января 2023 года являлись участниками консолидированной группы налогоплательщиков, зачисляемый в федеральный бюджет","integer"
"G11","Corporate income tax paid by taxpayers (except for taxpayers engaged in the production of liquefied natural gas and who, up to and including December 31, 2022, exported at least one batch of liquefied natural gas based on a license to exercise the exclusive right to export gas), who, before January 1, 2023, were members of a consolidated group of taxpayers, credited to the federal budget","Налог на прибыль организаций, уплаченный налогоплательщиками (за исключением налогоплательщиков, осуществляющих деятельность по производству сжиженного природного газа и до 31 декабря 2022 года включительно осуществивших экспорт хотя                    бы одной партии сжиженного природного газа на основании лицензии на осуществление исключительного права на экспорт газа), которые до 1 января 2023 года являлись участниками консолидированной группы налогоплательщиков, зачисляемый в федеральный бюджет","integer"
"G12","Corporate income tax paid by taxpayers who, prior to January 1, 2023, were members of a consolidated group of taxpayers engaged in the production of liquefied natural gas and, prior to December 31, 2022 inclusive, exported at least one batch of liquefied natural gas based on a license to exercise the exclusive right to export gas, credited to the budgets of the constituent entities of the Russian Federation in accordance with the standard established by the second paragraph of clause 2 of Article 56 of the Budget Code of the Russian Federation","Налог на прибыль организаций, уплаченный налогоплательщиками, которые до 1 января 2023 года являлись участниками консолидированной группы налогоплательщиков, осуществляющими деятельность по производству сжиженного природного газа и до 31 декабря 2022 года включительно осуществившими экспорт хотя бы одной партии сжиженного природного газа на основании лицензии на осуществление исключительного права на экспорт газа, зачисляемый в бюджеты субъектов Российской Федерации в соответствии с нормативом, установленным абзацем вторым пункта 2 статьи 56 Бюджетного кодекса Российской Федерации","integer"
"G13","Corporate income tax paid by taxpayers who were members of a consolidated group of taxpayers before January 1, 2023, if the amount of corporate income tax paid to the budget of one constituent entity of the Russian Federation in the period from 2019 to June 30, 2022 amounted to more than 99 percent of the total amount of corporate income tax paid by the said taxpayer to the budgets of all constituent entities of the Russian Federation, credited to the federal budget","Налог на прибыль организаций,  уплаченный налогоплательщиками, которые до 1 января 2023 года являлись участниками консолидированной группы налогоплательщиков, в случае если уплаченная сумма налога на прибыль организаций в бюджет одного субъекта Российской Федерации в период с 2019 года по 30 июня 2022 года составляла более 99 процентов от совокупной суммы налога на прибыль организаций,  уплаченной указанным налогоплательщиком в бюджеты всех субъектов Российской Федерации, зачисляемый в федеральный бюджет","integer"
"G14","Corporate income tax paid by taxpayers who were members of a consolidated group of taxpayers before January 1, 2023, if the amount of corporate income tax paid to the budget of one constituent entity of the Russian Federation in the period from 2019 to June 30, 2022 amounted to more than 99 percent of the total amount of corporate income tax paid by the said taxpayer to the budgets of all constituent entities of the Russian Federation, credited to the budgets of the constituent entities of the Russian Federation","Налог на прибыль организаций,  уплаченный налогоплательщиками, которые до 1 января 2023 года являлись участниками консолидированной группы налогоплательщиков, в случае если уплаченная сумма налога на прибыль организаций в бюджет одного субъекта Российской Федерации в период с 2019 года по  30 июня 2022 года составляла более 99 процентов от совокупной суммы налога на прибыль организаций,  уплаченной указанным налогоплательщиком в бюджеты всех субъектов Российской Федерации, зачисляемый в бюджеты субъектов Российской Федерации","integer"
"G15","Corporate income tax on the income of foreign organizations not connected with activities in the Russian Federation through a permanent establishment, with the exception of income received in the form of dividends and interest on government and municipal securities","Налог на прибыль организаций с доходов иностранных организаций, не связанных с деятельностью в Российской Федерации через постоянное представительство, за исключением доходов, полученных в виде дивидендов и процентов по государственным и муниципальным ценным бумагам","integer"
"G16"," Corporate income tax on income received in the form of dividends from Russian organizations by Russian organizations","Налог на прибыль организаций с доходов, полученных в виде дивидендов от российских организаций российскими организациями","integer"
"G17"," Corporate income tax on income received in the form of dividends from Russian organizations by foreign organizations","Налог на прибыль организаций с  доходов, полученных в виде дивидендов от российских организаций иностранными организациями","integer"
"G18","Corporate income tax on income received in the form of dividends from foreign organizations by Russian organizations","Налог на прибыль организаций с доходов, полученных в виде дивидендов от иностранных организаций российскими организациями","integer"
"G19"," Corporate income tax on income received in the form of interest on government and municipal securities","Налог  на прибыль организаций с доходов, полученных в виде процентов по государственным и муниципальным ценным бумагам","integer"
"G20"," Corporate income tax on income from controlled foreign companies","Налог на прибыль организаций с доходов в виде прибыли контролируемых иностранных компаний","integer"
"G21","Corporate income tax on income received in the form of interest on bonds of Russian organizations (except for bonds of foreign organizations recognized as tax residents of the Russian Federation), which on the relevant dates of recognition of interest income on them are recognized as being traded on the organized securities market, denominated in rubles and issued starting from January 1, 2017, as well as on mortgage-backed bonds issued after January 1, 2007","Налог на прибыль организаций с доходов, полученных в виде процентов по облигациям российских организаций (за исключением облигаций иностранных организаций, признаваемых налоговыми резидентами Российской Федерации), которые на соответствующие даты признания процентного дохода по ним признаются обращающимися на организованном рынке ценных бумаг, номинированным в рублях и эмитированным начиная с 1 января 2017 года, а также по облигациям с ипотечным покрытием, эмитированным после 1 января 2007 года","integer"
"G22","Excess profit tax for previous years (security payment for tax)","Налог на сверхприбыль прошлых лет (обеспечительный платеж по налогу)","integer"
"G23","Personal income tax on income the source of which is a tax agent, with the exception of income for which the tax is calculated and paid in accordance with Articles 227, 227.1 and 228 of the Tax Code of the Russian Federation, as well as income from equity participation in an organization received by an individual who is a tax resident of the Russian Federation in the form of dividends (in the part of the tax amount not exceeding 650 thousand rubles for tax periods before January 1, 2025, as well as in the part of the tax amount not exceeding 312 thousand rubles for tax periods after January 1, 2025), as well as personal income tax on income from equity participation in an organization received by an individual who is not a tax resident of the Russian Federation in the form of dividends)","Налог на доходы физических лиц с доходов, источником которых является налоговый агент, за исключением доходов, в отношении которых исчисление и уплата налога осуществляются в соответствии со статьями 227, 227.1 и 228 Налогового кодекса Российской Федерации, а также доходов от долевого участия в организации, полученных физическим лицом - налоговым резидентом Российской Федерации в виде дивидендов (в части суммы налога, не превышающей   650 тысяч рублей за налоговые периоды до 1 января 2025 года, а также в части суммы налога, не превышающей 312 тысяч рублей за налоговые периоды после   1 января 2025 года), а также налог на доходы физических лиц в отношении доходов от долевого участия в организации, полученных физическим лицом, не являющимся налоговым резидентом Российской Федерации, в виде дивидендов)","integer"
"G24","Personal income tax on income received from the activities of individuals registered as individual entrepreneurs, notaries engaged in private practice, lawyers who have established law offices, and other persons engaged in private practice in accordance with Article 227 of the Tax Code of the Russian Federation (in terms of the amount of tax not exceeding 650 thousand rubles for tax periods before January 1, 2025, as well as in terms of the amount of tax not exceeding 312 thousand rubles for tax periods after January 1, 2025)","Налог на доходы физических лиц с доходов, полученных от осуществления деятельности физическими лицами, зарегистрированными в качестве индивидуальных предпринимателей, нотариусов, занимающихся частной практикой, адвокатов, учредивших адвокатские кабинеты, и других лиц, занимающихся частной практикой в соответствии со статьей 227 Налогового кодекса Российской Федерации (в части суммы налога, не превышающей  650 тысяч рублей за налоговые периоды до 1 января 2025 года, а также в части суммы налога, не превышающей 312 тысяч рублей за налоговые периоды после 1 января 2025 года)","integer"
"G25","Personal income tax on income received from the activities of individuals registered as individual entrepreneurs, notaries engaged in private practice, lawyers who have established law offices, and other persons engaged in private practice in accordance with Article 227 of the Tax Code of the Russian Federation (in terms of the amount of tax exceeding 312 thousand rubles, related to the part of the tax base exceeding 2.4 million rubles and amounting to no more than 5 million rubles)","Налог на доходы физических лиц с доходов, полученных от осуществления деятельности физическими лицами, зарегистрированными в качестве индивидуальных предпринимателей, нотариусов, занимающихся частной практикой, адвокатов, учредивших адвокатские кабинеты, и других лиц, занимающихся частной практикой в соответствии со статьей 227 Налогового кодекса Российской Федерации (в части суммы налога, превышающей 312 тысяч рублей, относящейся к части налоговой базы, превышающей 2,4 миллиона рублей и составляющей не более 5 миллионов рублей)","integer"
"G26","Personal income tax on income received from the activities of individuals registered as individual entrepreneurs, notaries engaged in private practice, lawyers who have established law offices, and other persons engaged in private practice in accordance with Article 227 of the Tax Code of the Russian Federation (in terms of the amount of tax exceeding 702 thousand rubles, related to the part of the tax base exceeding 5 million rubles and amounting to no more than 20 million rubles)","Налог на доходы физических лиц с доходов, полученных от осуществления деятельности физическими лицами, зарегистрированными в качестве индивидуальных предпринимателей, нотариусов, занимающихся частной практикой, адвокатов, учредивших адвокатские кабинеты, и других лиц, занимающихся частной практикой в соответствии со статьей 227 Налогового кодекса Российской Федерации (в части суммы налога, превышающей 702 тысячи рублей, относящейся к части налоговой базы, превышающей 5 миллионов рублей и составляющей не более 20 миллионов рублей)","integer"
"G27","Personal income tax on income received from the activities of individuals registered as individual entrepreneurs, notaries engaged in private practice, lawyers who have established law offices, and other persons engaged in private practice in accordance with Article 227 of the Tax Code of the Russian Federation (in terms of the amount of tax exceeding 3,402 thousand rubles, related to the part of the tax base exceeding 20 million rubles and amounting to no more than 50 million rubles)","Налог на доходы физических лиц с доходов, полученных от осуществления деятельности физическими лицами, зарегистрированными в качестве индивидуальных предпринимателей, нотариусов, занимающихся частной практикой, адвокатов, учредивших адвокатские кабинеты, и других лиц, занимающихся частной практикой в соответствии со статьей 227 Налогового кодекса Российской Федерации (в части суммы налога, превышающей 3 402 тысячи рублей, относящейся к части налоговой базы, превышающей 20 миллионов рублей и составляющей не более 50 миллионов рублей)","integer"
"G28","Personal income tax on income received from the activities of individuals registered as individual entrepreneurs, notaries engaged in private practice, lawyers who have established law offices, and other persons engaged in private practice in accordance with Article 227 of the Tax Code of the Russian Federation (in the part of the tax amount exceeding 9,402 thousand rubles, related to the part of the tax base exceeding 50 million rubles)","Налог на доходы физических лиц с доходов, полученных от осуществления деятельности физическими лицами, зарегистрированными в качестве индивидуальных предпринимателей, нотариусов, занимающихся частной практикой, адвокатов, учредивших адвокатские кабинеты, и других лиц, занимающихся частной практикой в соответствии со статьей 227 Налогового кодекса Российской Федерации (в части суммы налога, превышающей 9 402 тысячи рублей, относящейся к части налоговой базы, превышающей 50 миллионов рублей)","integer"
"G29","Personal income tax on the amounts of profit of a controlled foreign company received by individuals recognized as controlling persons of this company who have switched to a special payment procedure based on the submission of a corresponding notification to the tax authority (in the part of the tax amount exceeding 702 thousand rubles, but not more than 3,402 thousand rubles)","Налог на доходы физических лиц с сумм прибыли контролируемой иностранной компании, полученной физическими лицами, признаваемыми контролирующими лицами этой компании, перешедшими на особый порядок уплаты на основании подачи в налоговый орган соответствующего уведомления (в части суммы налога, превышающей 702 тысячи рублей, но не более 3 402 тысяч рублей)","integer"
"G30","Personal income tax on the amounts of profit of a controlled foreign company received by individuals recognized as controlling persons of this company who have switched to a special payment procedure based on the submission of a corresponding notification to the tax authority (in the part of the tax amount exceeding 3,402 thousand rubles, but not more than 9,402 thousand rubles)","Налог на доходы физических лиц с сумм прибыли контролируемой иностранной компании, полученной физическими лицами, признаваемыми контролирующими лицами этой компании, перешедшими на особый порядок уплаты на основании подачи в налоговый орган соответствующего уведомления (в части суммы налога, превышающей 3 402 тысячи рублей, но не более 9 402 тысяч рублей)","integer"
"G31","Personal income tax on the amounts of profit of a controlled foreign company received by individuals recognized as controlling persons of this company who have switched to a special payment procedure based on the filing of a corresponding notification with the tax authority (in the part of the tax amount exceeding 9,402 thousand rubles)","Налог на доходы физических лиц с сумм прибыли контролируемой иностранной компании, полученной физическими лицами, признаваемыми контролирующими лицами этой компании, перешедшими на особый порядок уплаты на основании подачи в налоговый орган соответствующего уведомления (в части суммы налога, превышающей 9 402 тысячи рублей)","integer"
"G32","Personal income tax in the part of the tax amount exceeding 702 thousand rubles related to the part of the tax base exceeding 5 million rubles and amounting to no more than 20 million rubles (except for personal income tax in relation to income specified in paragraph thirty-nine of Article 50 of the Budget Code of the Russian Federation, personal income tax in the part of the tax amount exceeding 312 thousand rubles related to the sum of the tax bases specified in clause 6 of Article 210 of the Tax Code of the Russian Federation exceeding 2.4 million rubles (except for personal income tax in relation to income specified in paragraphs thirty-five and thirty-six of Article 50 of the Budget Code of the Russian Federation), as well as personal income tax in relation to the income of individuals who are not tax residents of the Russian Federation, specified in paragraph nine of clause 3 of Article 224 of the Tax Code of the Russian Federation, in the part of the tax amount exceeding 312 thousand rubles, related to the part of the tax base exceeding 2.4 million rubles)","Налог на доходы физических лиц в части суммы налога, превышающей 702 тысячи рублей, относящейся к части налоговой базы, превышающей 5 миллионов рублей и составляющей не более 20 миллионов рублей (за исключением налога на доходы физических лиц в отношении доходов, указанных в абзаце тридцать девятом статьи 50 Бюджетного кодекса Российской Федерации, налога на доходы физических лиц в части суммы налога, превышающей 312 тысяч рублей, относящейся к сумме налоговых баз, указанных в пункте 6 статьи 210 Налогового кодекса Российской Федерации, превышающей 2,4 миллиона рублей (за исключением налога на доходы физических лиц в отношении доходов, указанных в абзацах тридцать пятом и тридцать шестом статьи 50 Бюджетного кодекса Российской Федерации), а также налога на доходы физических лиц в отношении доходов физических лиц, не являющихся налоговыми резидентами Российской Федерации, указанных в абзаце девятом пункта 3 статьи 224 Налогового кодекса Российской Федерации, в части суммы налога, превышающей 312 тысяч рублей, относящейся к части налоговой базы, превышающей 2,4 миллиона рублей)","integer"
"G33","Personal income tax in the part of the tax amount exceeding 3,402 thousand rubles, related to the part of the tax base exceeding 20 million rubles and amounting to no more than 50 million rubles (except for personal income tax in relation to income specified in paragraph thirty-nine of Article 50 of the Budget Code of the Russian Federation, personal income tax in the part of the tax amount exceeding 312 thousand rubles, related to the sum of the tax bases specified in clause 6 of Article 210 of the Tax Code of the Russian Federation, exceeding 2.4 million rubles (except for personal income tax in relation to income specified in paragraphs thirty-five and thirty-six of Article 50 of the Budget Code of the Russian Federation), as well as personal income tax in relation to the income of individuals who are not tax residents of the Russian Federation, specified in paragraph nine of clause 3 of Article 224 of the Tax Code of the Russian Federation, in the part of the amount tax exceeding 312 thousand rubles, relating to a portion of the tax base exceeding 2.4 million rubles)","Налог на доходы физических лиц в части суммы налога, превышающей 3 402 тысячи рублей, относящейся к части налоговой базы, превышающей 20 миллионов рублей и составляющей не более 50 миллионов рублей (за исключением налога на доходы физических лиц в отношении доходов, указанных в абзаце тридцать девятом статьи 50 Бюджетного кодекса Российской Федерации, налога на доходы физических лиц в части суммы налога, превышающей 312 тысяч рублей, относящейся к сумме налоговых баз, указанных в пункте 6 статьи 210 Налогового кодекса Российской Федерации, превышающей 2,4 миллиона рублей (за исключением налога на доходы физических лиц в отношении доходов, указанных в абзацах тридцать пятом и тридцать шестом статьи 50 Бюджетного кодекса Российской Федерации), а также налога на доходы физических лиц в отношении доходов физических лиц, не являющихся налоговыми резидентами Российской Федерации, указанных в абзаце девятом пункта 3 статьи 224 Налогового кодекса Российской Федерации, в части суммы налога, превышающей 312 тысяч рублей, относящейся к части налоговой базы, превышающей 2,4 миллиона рублей)","integer"
"G34","Personal income tax in the part of the tax amount exceeding 9,402 thousand rubles related to the part of the tax base exceeding 50 million rubles (except for personal income tax in relation to the income specified in paragraph thirty-nine of Article 50 of the Budget Code of the Russian Federation, personal income tax in the part of the tax amount exceeding 312 thousand rubles related to the sum of the tax bases specified in clause 6 of Article 210 of the Tax Code of the Russian Federation exceeding 2.4 million rubles (except for personal income tax in relation to the income specified in paragraphs thirty-five and thirty-six of Article 50 of the Budget Code of the Russian Federation), as well as personal income tax in relation to the income of individuals who are not tax residents of the Russian Federation, specified in paragraph nine of clause 3 of Article 224 of the Tax Code of the Russian Federation, in the part of the tax amount exceeding 312 thousand rubles, related to the part of the tax base exceeding 2.4 million rubles)","Налог на доходы физических лиц в части суммы налога, превышающей 9 402 тысячи рублей, относящейся к части налоговой базы, превышающей 50 миллионов рублей (за исключением налога на доходы физических лиц в отношении доходов, указанных в абзаце тридцать девятом статьи 50 Бюджетного кодекса Российской Федерации, налога на доходы физических лиц в части суммы налога, превышающей 312 тысяч рублей, относящейся к сумме налоговых баз, указанных в пункте 6 статьи 210 Налогового кодекса Российской Федерации, превышающей 2,4 миллиона рублей (за исключением налога на доходы физических лиц в отношении доходов, указанных в абзацах тридцать пятом и тридцать шестом статьи 50 Бюджетного кодекса Российской Федерации), а также налога на доходы физических лиц в отношении доходов физических лиц, не являющихся налоговыми резидентами Российской Федерации, указанных в абзаце девятом пункта 3 статьи 224 Налогового кодекса Российской Федерации, в части суммы налога, превышающей 312 тысяч рублей, относящейся к части налоговой базы, превышающей 2,4 миллиона рублей)","integer"
"G35","Personal income tax in the portion of the tax amount exceeding 312 thousand rubles related to the amount of tax bases specified in paragraph 6 of Article 210 of the Tax Code of the Russian Federation, exceeding 2.4 million rubles (except for personal income tax in relation to income specified in paragraphs thirty-five and thirty-six of Article 50 of the Budget Code of the Russian Federation, as well as personal income tax in relation to income from equity participation in an organization received by an individual - a tax resident of the Russian Federation in the form of dividends (in the portion of the tax amount exceeding 312 thousand rubles)","Налог на доходы физических лиц в части суммы налога, превышающей 312 тысяч рублей, относящейся к сумме налоговых баз, указанных в пункте 6 статьи 210 Налогового кодекса Российской Федерации, превышающей 2,4 миллиона рублей (за исключением налога на доходы физических лиц в отношении доходов, указанных в абзацах тридцать пятом и тридцать шестом  статьи 50 Бюджетного кодекса Российской Федерации, а также налога на доходы физических лиц в отношении доходов от долевого участия в организации, полученных физическим лицом - налоговым резидентом Российской Федерации в виде дивидендов (в части суммы налога, превышающей 312 тысяч рублей)","integer"
"G36","Personal income tax on the income of individuals who are not tax residents of the Russian Federation, specified in paragraph nine of clause 3 of Article 224 of the Tax Code of the Russian Federation, in the part of the tax amount exceeding 312 thousand rubles, related to the part of the tax base exceeding 2.4 million rubles","Налог на доходы физических лиц в отношении доходов физических лиц, не являющихся налоговыми резидентами Российской Федерации, указанных в абзаце девятом пункта 3 статьи 224 Налогового кодекса Российской Федерации, в части суммы налога превышающей 312 тысяч рублей, относящейся к части налоговой базы, превышающей 2,4 миллиона рублей","integer"
"G37","Personal income tax payable when the conditions stipulated by Articles 2131, 217, 219.1 and 219.2 of the Tax Code of the Russian Federation are met, in cases where the sum of all taxable bases of the taxpayer exceeds 50 million rubles","Налог на доходы физических лиц, уплачиваемый при выполнении условий, предусмотренных статьями 2131, 217, 219.1 и 219.2 Налогового кодекса Российской Федерации, в случаях если сумма всех налоговых баз налогоплательщика превышает 50 миллионов рублей","integer"
"G38","Personal income tax on income received by individuals in accordance with Article 228 of the Tax Code of the Russian Federation (except for income from equity participation in an organization received by an individual - a tax resident of the Russian Federation in the form of dividends) (in the part of the tax amount not exceeding 650 thousand rubles for tax periods before January 1, 2025, as well as in the part of the tax amount not exceeding 312 thousand rubles for tax periods after January 1, 2025)","Налог на доходы физических лиц с доходов, полученных физическими лицами в соответствии со статьей 228 Налогового кодекса Российской Федерации (за исключением доходов от долевого участия в организации, полученных физическим лицом - налоговым резидентом Российской Федерации в виде дивидендов)(в части суммы налога, не превышающей 650 тысяч рублей за налоговые периоды  до 1 января 2025 года, а также в части суммы налога, не превышающей 312 тысяч рублей за налоговые периоды после 1 января 2025 года)","integer"
"G39","Personal income tax on the amounts of profit of a controlled foreign company received by individuals recognized as controlling persons of this company, with the exception of that paid in connection with the transition to a special payment procedure based on the filing of a corresponding notification with the tax authority (in the part of the tax amount exceeding 702 thousand rubles, but not more than 3,402 thousand rubles)","Налог на доходы физических лиц с сумм прибыли контролируемой иностранной компании, полученной физическими лицами, признаваемыми контролирующими лицами этой компании, за исключением уплачиваемого в связи с переходом на особый порядок уплаты на основании подачи в налоговый орган соответствующего уведомления (в части суммы налога, превышающей 702 тысячи рублей, но не более 3 402 тысяч рублей)","integer"
"G40","Personal income tax on the amounts of profit of a controlled foreign company received by individuals recognized as controlling persons of this company, with the exception of that paid in connection with the transition to a special payment procedure based on the filing of a corresponding notification with the tax authority (in the part of the tax amount exceeding 3,402 thousand rubles, but not more than 9,402 thousand rubles)","Налог на доходы физических лиц с сумм прибыли контролируемой иностранной компании, полученной физическими лицами, признаваемыми контролирующими лицами этой компании, за исключением уплачиваемого в связи с переходом на особый порядок уплаты на основании подачи в налоговый орган соответствующего уведомления (в части суммы налога, превышающей 3 402 тысячи рублей, но не более 9 402 тысяч рублей)","integer"
"G41","Personal income tax on the amounts of profit of a controlled foreign company received by individuals recognized as controlling persons of this company, with the exception of that paid in connection with the transition to a special payment procedure based on the filing of a corresponding notification with the tax authority (in the part of the tax amount exceeding 9,402 thousand rubles)","Налог на доходы физических лиц с сумм прибыли контролируемой иностранной компании, полученной физическими лицами, признаваемыми контролирующими лицами этой компании, за исключением уплачиваемого в связи с переходом на особый порядок уплаты на основании подачи в налоговый орган соответствующего уведомления (в части суммы налога, превышающей 9 402 тысячи рублей)","integer"
"G42","Personal income tax on the profits of a controlled foreign company received by individuals recognized as controlling persons of that company, with the exception of that paid in connection with the transition to a special payment procedure based on the filing of a corresponding notification with the tax authority (in the portion of the tax amount not exceeding 650 thousand rubles for tax periods before January 1, 2025, as well as in the portion of the tax amount not exceeding 312 thousand rubles for tax periods after January 1, 2025)","Налог на доходы физических лиц с сумм прибыли контролируемой иностранной компании, полученной физическими лицами, признаваемыми контролирующими лицами этой компании, за исключением уплачиваемого в связи с переходом на особый порядок уплаты на основании подачи в налоговый орган соответствующего уведомления (в части суммы налога, не превышающей 650 тысяч рублей за налоговые периоды до 1 января 2025 года, а также в части суммы налога, не превышающей 312 тысяч рублей за налоговые периоды после 1 января 2025 года)","integer"
"G43","Personal income tax on income from equity participation in an organization received by an individual - a tax resident of the Russian Federation in the form of dividends (in terms of the tax amount exceeding 650 thousand rubles for tax periods before January 1, 2025, as well as in terms of the tax amount exceeding 312 thousand rubles for tax periods after January 1, 2025)","Налог на доходы физических лиц в отношении доходов от долевого участия в организации, полученных физическим лицом - налоговым резидентом Российской Федерации в виде дивидендов (в части суммы налога, превышающей 650 тысяч рублей за налоговые периоды до 1 января 2025 года, а также в части суммы налога, превышающей 312 тысяч рублей за налоговые периоды после 1 января 2025 года)","integer"
"G44"," Personal income tax on income in the form of interest received on deposits (account balances) in banks located in the Russian Federation","Налог на доходы физических лиц в отношении доходов в виде процентов, полученных по вкладам (остаткам на счетах) в банках, находящихся на территории Российской Федерации","integer"
"G45","Personal income tax on income in the form of interest (coupon, discount) received on circulating bonds of Russian organizations denominated in rubles and issued after January 1, 2017, as well as income in the form of interest on government treasury bonds, bonds and other government securities of the former USSR, member states of the Union State","Налог на доходы физических лиц в отношении доходов в виде процента (купона, дисконта), получаемых по обращающимся облигациям российских организаций, номинированным в рублях и эмитированным после 1 января 2017 года, а также доходов в виде суммы процентов по государственным казначейским обязательствам, облигациям и другим государственным ценным бумагам бывшего СССР, государств - участников Союзного государства","integer"
