field name,english description,russian description,format
"G16","The amount of the paid fee reduces, reducing the amount calculated for the tax (reporting) period of tax (advance payment for tax), for organizations (thousand rubles)","Сумма уплаченного торгового сбора, уменьшающая сумму исчисленного за налоговый (отчетный) период налога (авансового платежа по налогу),  по организациям  (тыс. руб.)","integer"
"G17","The amount of the paid fee, reduces the amount of tax (tax payment for tax) calculated for the tax (reporting) period of tax, for individual entrepreneurs (thousand rubles)","Сумма уплаченного торгового сбора, уменьшающая сумму исчисленного за налоговый (отчетный) период налога (авансового платежа по налогу), по индивидуальным предпринимателям (тыс. руб.)","integer"
"G18","The amount of tax (object of taxation ""income"") payable for the tax period, for organizations (thousand rubles)","Сумма налога (объект налогообложения ""доходы""), подлежащая уплате за налоговый период,   по организациям (тыс. руб.)","integer"
"G19","The amount of tax (taxation object ""income"") payable for the tax period for individual entrepreneurs (thousand rubles)","Сумма налога (объект налогообложения ""доходы""), подлежащая уплате за налоговый период,   по индивидуальным предпринимателям  (тыс. руб.)","integer"
"G20","The amount of tax (taxation object ""Revenues reduced by the amount of expenses""), payable for the tax period, for organizations (thousand rubles)","Сумма налога (объект налогообложения ""доходы, уменьшенные на величину расходов""), подлежащая уплате за налоговый период,   по организациям (тыс. руб.)","integer"
"G21","The amount of tax (taxation object ""Revenues reduced by the amount of expenses)"", payable for the tax period, for individual entrepreneurs (thousand rubles)","Сумма налога (объект налогообложения ""доходы, уменьшенные на величину расходов)"", подлежащая уплате за налоговый период,   по индивидуальным предпринимателям (тыс. руб.)","integer"
"G22","The amount of the minimum tax payable for the tax period for organizations (thousand rubles)","Сумма минимального налога, подлежащая уплате за налоговый период, по организациям  (тыс. руб.)","integer"
"G23","The amount of the minimum tax payable for the tax period is for individual entrepreneurs (thousand rubles)","Сумма минимального налога, подлежащая уплате за налоговый период, по индивидуальным предпринимателям (тыс. руб.)","integer"
"G24","The amount of tax incomplete in connection with a decrease in the tax base in the amount of loss or part of the loss by organizations (thousand rubles)","Сумма недопоступления налога в связи с уменьшением налоговой базы на сумму убытка или части убытка  по организациям (тыс. руб.)","integer"
"G25","The amount of the tax incomplete in connection with a decrease in the tax base in the amount of loss or part of the loss to individual enterprises (thousand rubles)","Сумма недопоступления налога в связи с уменьшением налоговой базы на сумму убытка или части убытка  по индивидуальным предприятиям (тыс. руб.)","integer"
"G26","The amount of the tax incomplete in connection with the establishment of a reduced tax rate for certain categories of taxpayers of taxpayers from income in accordance with paragraph 1 of Art.346.20 of the Tax Code of the Russian Federation for organizations (thousand rubles)","Сумма недопоступления налога в связи с установлением законами субъектов Российской Федерации пониженной ставки налога для отдельных категорий налогоплательщиков налога с доходов в соответствии с п. 1 ст. 346.20 НК РФ по органиазциям  (тыс. руб.)","integer"
"G27","The amount of the tax incomplete in connection with the establishment of a reduced tax rate for certain categories of taxpayers of taxpayers from income in accordance with paragraph 1 of Art.346.20 of the Tax Code of the Russian Federation for individual entrepreneurs (thousand rubles)","Сумма недопоступления налога в связи с установлением законами субъектов Российской Федерации пониженной ставки налога для отдельных категорий налогоплательщиков налога с доходов в соответствии с п. 1 ст. 346.20 НК РФ по индивидуальным предпринимателям  (тыс. руб.)","integer"
"G28","The amount of the income of tax in connection with the establishment of a reduced tax rate for certain categories of taxpayers of taxpayers from income reduced by expenses in accordance with paragraphs of P.P.2 and 3 tbsp.346.20 of the Tax Code of the Russian Federation for organizations (thousand rubles)","Сумма недопоступления налога в связи с установлением законами субъектов Российской Федерации пониженной ставки налога для отдельных категорий налогоплательщиков налога с доходов, уменьшенных на величину расходов, в соответствии с п.п. 2 и 3 ст. 346.20 НК РФ  по органиазциям  (тыс. руб.)","integer"
"G29","The amount of the income of tax in connection with the establishment of a reduced tax rate for certain categories of taxpayers of taxpayers from income reduced by expenses in accordance with paragraphs of P.P.2 and 3 tbsp.346.20 of the Tax Code of the Russian Federation for individual entrepreneurs (thousand rubles)","Сумма недопоступления налога в связи с установлением законами субъектов Российской Федерации пониженной ставки налога для отдельных категорий налогоплательщиков налога с доходов, уменьшенных на величину расходов, в соответствии с п.п. 2 и 3 ст. 346.20 НК РФ  по индивидуальным предпринимателям  (тыс. руб.)","integer"
"G30","The amount of tax incomplete in connection with the establishment by the laws of the constituent entities of the Russian Federation of tax rate in the amount of 0% for certain categories of taxpayers in accordance with clause 4 of Article 346.20 of the Tax Code of the Russian Federation tax on income by individual entrepreneurs (thousand rubles)","Сумма недопоступления налога в связи с установлением законами субъектов Российской Федерации ставки налога в размере 0% для отдельных категорий налогоплательщиков в соответствии с п. 4 ст 346.20 НК РФ  налог с доходов по индивидуальным предпринимателям (тыс. руб.)","integer"
"G31","The amount of tax incomplete in connection with the establishment by the laws of the constituent entities of the Russian Federation of tax rates in the amount of 0% for certain categories of taxpayers in accordance with clause 4 of Article 346.20 of the Tax Code of the Russian Federation tax on income reduced by expenses for individual entrepreneurs (thousand rubles)","Сумма недопоступления налога в связи с установлением законами субъектов Российской Федерации ставки налога в размере 0% для отдельных категорий налогоплательщиков в соответствии с п. 4 ст 346.20 НК РФ  налог с доходов, уменьшенные на величину расходов  по индивидуальным предпринимателям (тыс. руб.)","integer"
"G32","The number of taxpayers who have submitted tax return on tax paid in connection with the application of a simplified taxation system with the taxable object ""income"", for organizations (units/persons)","Количество налогоплательщиков, представивших налоговые декларации по налогу, уплачиваемому в связи с применением упрощенной системы налогообложения с объектом налогобложения  ""доходы"",  по организациям (ед./чел.)","integer"
"G33","The number of taxpayers who have submitted tax return on tax paid in connection with the application of a simplified taxation system with the taxable object of ""income"" for individual entrepreneurs (units/persons)","Количество налогоплательщиков, представивших налоговые декларации по налогу, уплачиваемому в связи с применением упрощенной системы налогообложения с объектом налогобложения ""доходы"",  по индивидуальным предпринимателям (ед./чел.)","integer"
"G34","The number of taxpayers who submitted tax returns paid in connection with the application of a simplified taxation system with the taxable object ""income reduced by expenses"", by organizations (units/people)","Количество налогоплательщиков, представивших налоговые декларации по налогу, уплачиваемому в связи с применением упрощенной системы налогообложения с объектом налогобложения ""доходы, уменьшенные на величину расходов"",  по организациям (ед./чел.)","integer"
"G35","The number of taxpayers who have submitted tax returns paid in connection with the application of a simplified taxation system with the taxable object ""income reduced by expenses"", by individual entrepreneurs (units)","Количество налогоплательщиков, представивших налоговые декларации по налогу, уплачиваемому в связи с применением упрощенной системы налогообложения с объектом налогобложения ""доходы, уменьшенные на величину расходов"",  по индивидуальным предпринимателям (ед./чел.)","integer"
"G36","The number of taxpayers who presented zero reports with the object of taxation ""income"", by organizations (units/person)","Количество налогоплательщиков, представивших нулевую отчетность с объектом налогобложения ""доходы"",  по организациям (ед./чел.)","integer"
"G37","The number of taxpayers who presented zero reports with the object of taxation ""income"", by individual entrepreneurs (unit/person)","Количество налогоплательщиков, представивших нулевую отчетность с объектом налогобложения ""доходы"",    по индивидуальным предпринимателям  (ед./чел.)","integer"
"G38","The number of taxpayers who presented zero reports with the object of taxation ""income reduced by the amount of expenses"", by organizations (units/person)","Количество налогоплательщиков, представивших нулевую отчетность с объектом налогобложения ""доходы, уменьшенные на величину расходов"",    по организациям  (ед./чел.)","integer"
"G39","The number of taxpayers who submitted zero reports with the object of taxation ""income reduced by the amount of expenses"", by individual entrepreneurs (units/person)","Количество налогоплательщиков, представивших нулевую отчетность с объектом налогобложения ""доходы, уменьшенные на величину расходов"",    по индивидуальным предпринимателям  (ед./чел.)","integer"
"G40","The number of taxpayers applying the tax rate in the amount of 0 percent with the object of taxation ""income"" for individual entrepreneurs (units/person)","Количество налогоплательщиков, применяющих налоговую ставку в размере 0 процентов  с объектом налогобложения ""доходы"",   по индивидуальным предпринимателям  (ед./чел.)","integer"
"G41","The number of taxpayers applying the tax rate in the amount of 0 percent with the object of taxation ""income reduced by the amount of expenses"", by individual entrepreneurs (units/person)","Количество налогоплательщиков, применяющих налоговую ставку в размере 0 процентов  с объектом налогобложения ""доходы, уменьшенные на величину расходов"",  по индивидуальным предпринимателям  (ед./чел.)","integer"
"G42","The quantity payers applying a reduced tax rate established by the law of a constituent entity of the Russian Federation according to the object of taxation - income by organizations (units/person)"," Количествоналогоплательщиков, применяющих пониженную налоговую ставку, установленную законом субъекта Российской Федерации по объекту налогообложения - доходы по организациям    (ед./чел.)","integer"
"G43","The quantity -usualpayers applying a reduced tax rate established by the law of a constituent entity of the Russian Federation according to the object of taxation - income by individual entrepreneurs (units/person)"," Количествоналогоплательщиков, применяющих пониженную налоговую ставку, установленную законом субъекта Российской Федерации по объекту налогообложения - доходы по индивидуальным предпринимателям (ед./чел.)","integer"
"G44","The quantity -usual payers applying a reduced tax rate established by the law of a constituent entity of the Russian Federation according to the object of taxation - income reduced by expenses for organizations (units/person)"," Количествоналогоплательщиков, применяющих пониженную налоговую ставку, установленную законом субъекта Российской Федерации по объекту налогообложения - доходы, уменьшенные на величину расходов по организациям    (ед./чел.)","integer"
"G45","The quantity payers applying a reduced tax rate established by the law of a constituent entity of the Russian Federation according to the object of taxation - income reduced by expenses for individual entrepreneurs (units/person)"," Количествоналогоплательщиков, применяющих пониженную налоговую ставку, установленную законом субъекта Российской Федерации по объекту налогообложения - доходы, уменьшенные на величину расходов по индивидуальным предпринимателям (ед./чел.)","integer"
"G46","The number of taxpayers in whom in the tax period the income and (or) the average number of employees exceed the maximum size (with an income of more than 150 million rubles to 200 million rubles and (or) the number of over 100 to 130 people), who paid tax in accordance with clause 1 and clause 2.1 of Article 346.20 of the Tax Code of the Russian Federation for the object of taxation - income of organizations by organizations(unit/person)"," количество налогоплательщиков, у которых в налоговом периоде доходы и (или) средняя численность работников превышают предельные размеры (при доходе свыше 150 млн. руб. до 200 млн. руб. и (или) численности свыше 100 до 130 человек), уплативших налог в соответствии с п.1.1 и п.2.1 ст.346.20 НК РФ  по объекту налогообложения - доходы по организациям (ед./чел.)","integer"
"G47","The number of taxpayers in whom in the tax period the income and (or) the average number of employees exceed the maximum sizes (with an income of more than 150 million rubles to 200 million rubles and (or) the number of over 100 to 130 people), who paid tax in accordance with clause 1.1 and clause 2.1 of Article 346.20 of the Tax Code of the Russian Federation for the object of taxation - income of individual entrepreneurs - individual entrepreneurs - individual entrepreneurs(unit/person)"," количество налогоплательщиков, у которых в налоговом периоде доходы и (или) средняя численность работников превышают предельные размеры (при доходе свыше 150 млн. руб. до 200 млн. руб. и (или) численности свыше 100 до 130 человек), уплативших налог в соответствии с п.1.1 и п.2.1 ст.346.20 НК РФ  по объекту налогообложения - доходы по индивидуальным предпринимателям (ед./чел.)","integer"
"G48","The number of taxpayers in whom in the tax period the income and (or) the average number of employees exceed the maximum size (with an income of more than 150 million rubles to 200 million rubles and (or) the number of over 100 to 130 people) who paid tax in accordance with clause 1.1 and clause 2.1 of Article 346.20 of the Tax Code for the object of taxation - income reduced byThe amount of expenses for organizations (units/person)","  количество налогоплательщиков, у которых в налоговом периоде доходы и (или) средняя численность работников превышают предельные размеры (при доходе свыше 150 млн. руб. до 200 млн. руб. и (или) численности свыше 100 до 130 человек), уплативших налог в соответствии с п.1.1 и п.2.1 ст.346.20 НК РФ  по объекту налогообложения - доходы, уменьшенные на величину расходов по организациям    (ед./чел.)","integer"
"G49","The number of taxpayers in whom in the tax period the income and (or) the average number of employees exceed the maximum size (with an income of more than 150 million rubles to 200 million rubles and (or) the number of over 100 to 130 people) who paid tax in accordance with clause 1.1 and clause 2.1 of Article 346.20 of the Tax Code for the object of taxation - income reduced byThe value of expenses for individual entrepreneurs (unit/person)"," количество налогоплательщиков, у которых в налоговом периоде доходы и (или) средняя численность работников превышают предельные размеры (при доходе свыше 150 млн. руб. до 200 млн. руб. и (или) численности свыше 100 до 130 человек), уплативших налог в соответствии с п.1.1 и п.2.1 ст.346.20 НК РФ  по объекту налогообложения - доходы, уменьшенные на величину расходов по индивидуальным предпринимателям (ед./чел.)","integer"
"G50","The number of taxpayers who reduced the amount of calculated tax on the amount of expenses for the acquisition of one copy of the cash registers provided for in paragraph 3.2 of Art.346.21 of the Tax Code of the Russian Federation for the object of taxation - income by organizations (units/person)"," количество налогоплательщиков, уменьшивших сумму исчисленного налога на сумму расходов на приобретение одного экземпляра контрольно-кассовый техники, предусмотренных п. 3.2 ст. 346.21 НК РФ по объекту налогообложения - доходы  по организациям     (ед./чел.)","integer"
"G51","The number of taxpayers who reduced the amount of calculated tax on the amount of expenses for the acquisition of one copy of the cash registers provided for in paragraph 3.2 of Art.346.21 of the Tax Code of the Russian Federation for the object of taxation - income by individual entrepreneurs (units/person)"," количество налогоплательщиков, уменьшивших сумму исчисленного налога на сумму расходов на приобретение одного экземпляра контрольно-кассовый техники, предусмотренных п. 3.2 ст. 346.21 НК РФ по объекту налогообложения - доходы  по индивидуальным предпринимателям    (ед./чел.)","integer"
"G52","The number of taxpayers who reduced the amount of calculated tax on the amount of expenses for the acquisition of one copy of the cash registers provided for in paragraph 3.2 of Art.346.21 of the Tax Code of the Russian Federation for the object of taxation - income reduced by the amount of expenses for organizations (units/person)","количество налогоплательщиков, уменьшивших сумму исчисленного налога на сумму расходов на приобретение одного экземпляра контрольно-кассовый техники, предусмотренных п. 3.2 ст. 346.21 НК РФ по объекту налогообложения - доходы,      уменьшенные на величину расходов    по организациям             (ед./чел.)","integer"
"G53","The number of taxpayers who reduced the amount of calculated tax on the amount of expenses for the acquisition of one copy of the cash registers provided for in paragraph 3.2 of Art.346.21 of the Tax Code of the Russian Federation for the object of taxation - income reduced by expenses for individual entrepreneurs (unit/person)","количество налогоплательщиков, уменьшивших сумму исчисленного налога на сумму расходов на приобретение одного экземпляра контрольно-кассовый техники, предусмотренных п. 3.2 ст. 346.21 НК РФ по объекту налогообложения - доходы, уменьшенные на величину расходов    по индивидуальным предпринимателям                       (ед./чел.)","integer"
"G54","The amount of expenses for the acquisition of one copy of the cash registers provided for in paragraph 3.2 of Art.346.21 of the Tax Code of the Russian Federation, which reduces the amount of the calculated tax on the object of taxation - income, by organizations (thousand rubles)","сумма расходов на приобретение одного экземпляра контрольно-кассовой техники, предусмотренных п. 3.2 ст. 346.21 НК РФ, уменьшающая сумму исчисленного налога по объекту налогообложения - доходы, по организациям (тыс. руб.)","integer"
"G55","The amount of expenses for the acquisition of one copy of the cash registers provided for in paragraph 3.2 of Art.346.21 of the Tax Code of the Russian Federation, which reduces the amount of the calculated tax on the object of taxation - income, by individual entrepreneurs (thousand rubles)","сумма расходов на приобретение одного экземпляра контрольно-кассовой техники, предусмотренных п. 3.2 ст. 346.21 НК РФ, уменьшающая сумму исчисленного налога по объекту налогообложения - доходы,  по индивидуальным предпринимателям       (тыс. руб.)","integer"
"G56","The amount of expenses for the acquisition of one copy of the cash registers provided for in paragraph 3.2 of Art.346.21 of the Tax Code of the Russian Federation, which reduces the amount of the calculated tax on the object of taxation - income reduced by expenses for organizations for organizations (thousand rubles)","сумма расходов на приобретение одного экземпляра контрольно-кассовой техники, предусмотренных п. 3.2 ст. 346.21 НК РФ, уменьшающая сумму исчисленного налога по объекту налогообложения - доходы, уменьшенные на величину расходов    по организациям по организациям (тыс. руб.)","integer"
"G57","The amount of expenses for the acquisition of one copy of the cash registers provided for in paragraph 3.2 of Art.346.21 of the Tax Code of the Russian Federation, which reduces the amount of the calculated tax on the object of taxation - income reduced by expenses for individual entrepreneurs (thousand rubles)","сумма расходов на приобретение одного экземпляра контрольно-кассовой техники, предусмотренных п. 3.2 ст. 346.21 НК РФ, уменьшающая сумму исчисленного налога по объекту налогообложения - доходы, уменьшенные на величину расходов    по индивидуальным предпринимателям     (тыс. руб.)","integer"
